HARA-B	HARA-B	Homo sapiens	Lung		Carcinoma Squamous Cell	Male	Japanese	57	Years	Adult	JCRB1080.1 	JCRB	 --	 --
HB	HB	Homo sapiens	Skin		epidermolysis bullosa simplex	Unknown	Unknown	Unknown	Unknown	Unknown	CRL-7729	ATCC	 --	 --
HBCx-13A	HBCx-13A	Homo sapiens	Breast		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	 --	 --	 --
HBE4-E6/E7	HBE4-E6/E7	Homo sapiens	Lung		Normal	Male	Caucasian	60	Years	Adult	CRL-2078	ATCC	 --	 --
HBE4-E6/E7-C1	HBE4-E6/E7-C1	Homo sapiens	Lung		Normal	Male	Caucasian	60	Years	Adult	CRL-2079	ATCC	 --	 --
HBL-1	HBL-1	Homo sapiens	Blood	Effusion, Pleural	Lymphoma	Male	Japanese	65	Years	Adult	http://www.ncbi.nlm.nih.gov/pubmed/2854303	 --	 --	 --
HBL-100	HBL-100	Homo sapiens	Breast		Normal	Female	Caucasian	27	Years	Adult	 HTB-124	ATCC	HBL-100	Reference notes that the cell line carries a Y chromosome and is therefore unlikely to come from the original donor.  See also "Misidentified Cell Lines" page on the ATCC website.
HC-1	HC-1	Homo sapiens	Blood		Leukemia	Male	White	56	Years	Adult	ACC 301	DSMZ	 --	 --
HCA-1	HCA-1	Homo sapiens	Cervix		Adenocarcinoma	Female	Japanese	Unknown	Unknown	Unknown	JCRB1153 	JCRB	 --	 --
HCA-24	HCA-24	Homo sapiens	Colon		Adenocarcinoma	Male	Unknown	68	Years	Adult	06061903	ECACC	 --	 --
HCA-46	HCA-46	Homo sapiens	Colon		Adenocarcinoma	Female	Unknown	53	Years	Adult	07031601	ECACC	 --	 --
HCA-7	HCA-7	Homo sapiens	Colon		Adenocarcinoma	Female	Unknown	58	Years	Adult	06061902	ECACC	 --	 --
HCC10	HCC10	Homo sapiens	Colon		Adenocarcinoma	Male	African	60	Years	Adult	 --	UTSW	 --	 --
HCC1007	HCC1007 BL	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	African	67	Years	Adult	CRL-2320	ATCC	 --	 --
HCC1007 BL	HCC1007 BL	Homo sapiens	Blood		Normal	Female	African	67	Years	Adult	CRL-2319	ATCC	HCC1007 BL, HCC1008	 --
HCC1008	HCC1008	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	African	67	Years	Adult	CRL-2320	ATCC	HCC1007 BL, HCC1008	 --
HCC1010	HCC1010	Homo sapiens	Kidney		Sarcomatoid Tumor	Male	Hispanic	61	Years	Adult	 --	UTSW	 --	 --
HCC103	HCC103	Homo sapiens	Lung		Adenocarcinoma	Female	Caucasian	54	Years	Adult	 --	UTSW	 --	 --
HCC1033	HCC1033	Homo sapiens	Colon		Adenocarcinoma	Male	Unknown	54	Years	Adult	 --	UTSW	 --	 --
HCC1035	HCC1035	Homo sapiens	Lung		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1037	HCC1037	Homo sapiens	Breast		Adenocarcinoma	Female	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1042	HCC1042	Homo sapiens	Ovary		Carcinoma Papillary	Female	Caucasian	42	Years	Adult	 --	UTSW	 --	 --
HCC1054	HCC1054	Homo sapiens	Kidney		Carcinoma Renal Cell	Female	Caucasian	56	Years	Adult	 --	UTSW	 --	 --
HCC1057	HCC1057	Homo sapiens	Urinary Bladder		Carcinoma Transitional Cell	Male	Caucasian	43	Years	Adult	 --	UTSW	 --	 --
HCC1068	HCC1068	Homo sapiens	Pharynx		Carcinoma Squamous Cell	Male	African	48	Years	Adult	 --	UTSW	 --	 --
HCC1106	HCC1106	Homo sapiens	Uterus		Carcinoma	Female	African	61	Years	Adult	 --	UTSW	 --	 --
HCC1115	HCC1115	Homo sapiens	Lung		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1139	HCC1139	Homo sapiens	Pancreas		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1140	HCC1140	Homo sapiens	Colon		Carcinoid tumor	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1143	HCC1143	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Caucasian	52	Years	Adult	CRL-2321	ATCC	 --	 --
HCC1143 BL	HCC1143 BL	Homo sapiens	Blood		Normal	Female	Caucasian	52	Years	Adult	CRL-2362	ATCC	 --	 --
HCC1158	HCC1158	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1159	HCC1159	Homo sapiens	Ovary		Carcinoma	Female	Unknown	48	Years	Adult	 --	UTSW	 --	 --
HCC1162	HCC1162	Homo sapiens	Uterus		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1171	HCC1171	Homo sapiens	Lung		Carcinoma Non-Small Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1187	HCC1187	Homo sapiens	Breast	Soft Tissue	Adenocarcinoma Ductal	Female	Caucasian	41	Years	Adult	CRL-2322	ATCC	 --	 --
HCC1187 BL	HCC1187 BL	Homo sapiens	Blood		Normal	Female	Caucasian	41	Years	Adult	CRL-2323	ATCC	 --	 --
HCC1192	HCC1192	Homo sapiens	Lung		Adenocarcinoma	Male	Caucasian	68	Years	Adult	 --	UTSW	 --	 --
HCC1195	HCC1195	Homo sapiens	Lung		Adenocarcinoma	Male	African	47	Years	Adult	 --	UTSW	 --	 --
HCC12	HCC12	Homo sapiens	Kidney		Carcinoma Renal Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	HCC12, NCI-H1155	 --
HCC1205	HCC1205	Homo sapiens	Kidney		Carcinoma Transitional Cell	Female	Caucasian	61	Years	Adult	 --	UTSW	 --	 --
HCC1210	HCC1210	Homo sapiens	Lung		Adenocarcinoma	Male	Unknown	62	Years	Adult	 --	UTSW	 --	 --
HCC1217	HCC1217	Homo sapiens	Kidney		Carcinoma Renal Cell	Male	Caucasian	50	Years	Adult	 --	UTSW	 --	 --
HCC122	HCC122	Homo sapiens	Lung		Adenocarcinoma	Male	African	48	Years	Adult	 --	UTSW	 --	 --
HCC1220	HCC1220	Homo sapiens	Skin		Melanoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1260	HCC1260	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1261	HCC1261	Homo sapiens	Lung		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1263	HCC1263	Homo sapiens	Colon		Adenocarcinoma	Female	African	20	Years	Adult	 --	UTSW	 --	 --
HCC1266	HCC1266	Homo sapiens	Lung		Carcinoma Small Cell	Female	Caucasian	52	Years	Adult	 --	UTSW	 --	 --
HCC128	HCC128	Homo sapiens	Kidney		Carcinoma Renal Cell	Female	Caucasian	75	Years	Adult	 --	UTSW	 --	 --
HCC1311	HCC1311	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	African	38	Years	Adult	 --	UTSW	 --	 --
HCC1313	HCC1313	Homo sapiens	Lung		Carcinoma Squamous Cell	Male	Unknown	51	Years	Adult	 --	UTSW	 --	 --
HCC1314	HCC1314	Homo sapiens	Urinary Bladder		Carcinoma Transitional Cell	Male	Unknown	45	Years	Adult	 --	UTSW	 --	 --
HCC1319	HCC1319	Homo sapiens	Kidney		Carcinoma Renal Cell	Male	Caucasian	68	Years	Adult	 --	UTSW	 --	 --
HCC1323	HCC1323	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	African	73	Years	Adult	 --	UTSW	 --	 --
HCC1347	HCC1347	Homo sapiens	Kidney		Carcinoma Renal Cell	Female	Caucasian	66	Years	Adult	 --	UTSW	 --	 --
HCC1354	HCC1354	Homo sapiens	Uterus		Carcinoma	Female	Unknown	75	Years	Adult	 --	UTSW	 --	 --
HCC1359	HCC1359	Homo sapiens	Lung		Carcinoma Large Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1360	HCC1360	Homo sapiens	Unknown		Adenocarcinoma	Male	Caucasian	52	Years	Adult	 --	UTSW	 --	 --
HCC1367	HCC985	Homo sapiens	Colon		Adenocarcinoma	Male	Unknown	45	Years	Adult	 --	UTSW	HCC985, HCC1367	 --
HCC1375	HCC1375	Homo sapiens	Intestine Small		Tumor NOS	Male	Caucasian	57	Years	Adult	 --	UTSW	 --	 --
HCC1385	HCC1385	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1386	HCC1386	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1393	HCC1393	Homo sapiens	Breast		Carcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1395	HCC1395	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Caucasian	43	Years	Adult	CRL-2324	ATCC	 --	 --
HCC1395 BL	HCC1395 BL	Homo sapiens	Blood		Normal	Female	Caucasian	43	Years	Adult	CRL-2325	ATCC	 --	 --
HCC1403	HCC1403	Homo sapiens	Lung		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1405	HCC1405	Homo sapiens	Kidney		Carcinoma Renal Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1419	HCC1419	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Hispanic	42	Years	Adult	CRL-2326	ATCC	 --	 --
HCC1426	HCC1426	Homo sapiens	Ovary		Carcinoma Papillary	Female	Unknown	37	Years	Adult	 --	UTSW	 --	 --
HCC1428	HCC1428	Homo sapiens	Breast	Pleura	Adenocarcinoma	Female	Caucasian	49	Years	Adult	CRL-2327	ATCC	HCC1428, HCC1428 BL	 --
HCC1428 BL	HCC1428 BL	Homo sapiens	Blood		Normal	Female	Caucasian	49	Years	Adult	CRL-2328	ATCC	HCC1428, HCC1428 BL	HCC1428 BL is a B lymphoblastoid cell line initiated by Epstein-Barr virus (EBV) transformation of peripheral blood lymphocytes obtained from the same patient as the breast carcinoma cell line HCC1428.
HCC1437	HCC1437	Homo sapiens	Breast		Adenocarcinoma Ductal	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1438	HCC1438	Homo sapiens	Lung		Carcinoma Large Cell	Male	African	43	Years	Adult	 --	UTSW	 --	 --
HCC1445	HCC1445	Homo sapiens	Lung		Carcinoma	Male	Unknown	68	Years	Adult	 --	UTSW	 --	 --
HCC1448	HCC1448	Homo sapiens	Unknown		Adenocarcinoma	Female	African	49	Years	Adult	 --	UTSW	 --	 --
HCC1482	HCC1482	Homo sapiens	Uterus		Adenocarcinoma	Female	Caucasian	62	Years	Adult	 --	UTSW	 --	 --
HCC149	HCC149	Homo sapiens	Lung		Adenocarcinoma	Female	African	58	Years	Adult	 --	UTSW	 --	 --
HCC1493	HCC1493	Homo sapiens	Breast		Adenocarcinoma	Male	Unknown	43	Years	Adult	http://www.utsouthwestern.edu/about-us/administrative-offices/technology-development/transfer/human-cancer-cell-lines.html	UTSW	 --	 --
HCC1498	HCC1498	Homo sapiens	Skin		Melanoma	Male	Caucasian	37	Years	Adult	 --	UTSW	 --	 --
HCC-15	HCC-15	Homo sapiens	Lung		Carcinoma Non-Small Cell	Male	Unknown	48	Years	Adult	ACC 496	DSMZ	 --	 --
HCC1500	HCC1500	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	African	32	Years	Adult	CRL-2329	ATCC	 --	 --
HCC1501	HCC1501	Homo sapiens	Lung		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1510	HCC1510	Homo sapiens	Breast		Adenocarcinoma Ductal	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1534	HCC1534	Homo sapiens	Lung		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1561	HCC1561	Homo sapiens	Lung		Adenocarcinoma	Male	Unknown	72	Years	Adult	 --	UTSW	 --	 --
HCC1569	HCC1569	Homo sapiens	Breast		Carcinoma Metaplastic	Female	African	70	Years	Adult	CRL-2330	ATCC	 --	 --
HCC1576	HCC1576	Homo sapiens	Adrenal		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1581	HCC1581	Homo sapiens	Lung		Adenocarcinoma	Female	Caucasian	61	Years	Adult	 --	UTSW	 --	 --
HCC1588	HCC1588	Homo sapiens	Lung		Carcinoma Squamous Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1595	HCC1595	Homo sapiens	Breast		Carcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1599	HCC1599	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Caucasian	44	Years	Adult	CRL-2331	ATCC	HCC1599, HCC1599 BL	 --
HCC1599 BL	HCC1599 BL	Homo sapiens	Blood		Normal	Female	Caucasian	44	Years	Adult	CRL-2332	ATCC	HCC1599, HCC1599 BL	 --
HCC1623	HCC1623	Homo sapiens	Colon		Adenocarcinoma	Female	African	58	Years	Adult	 --	UTSW	 --	 --
HCC1629	HCC1629	Homo sapiens	Lung		Carcinoma Small Cell	Male	Caucasian	64	Years	Adult	 --	UTSW	 --	 --
HCC1637	HCC1637	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1671	HCC1671	Homo sapiens	Lung		Unknown	Male	Caucasian	81	Years	Adult	 --	UTSW	 --	 --
HCC1683	HCC1683	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1685	HCC1685	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Hispanic	28	Years	Adult	 --	UTSW	 --	 --
HCC1686	HCC1686	Homo sapiens	Lung		Adenocarcinoma	Female	Caucasian	50	Years	Adult	 --	UTSW	 --	 --
HCC1688	HCC1688	Homo sapiens	Uterus		Leiomyosarcoma	Female	African	60	Years	Adult	 --	UTSW	 --	 --
HCC1705	HCC1705	Homo sapiens	Lung		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1719	HCC1719	Homo sapiens	Lung		Adenocarcinoma	Male	African	60	Years	Adult	 --	UTSW	 --	 --
HCC1739	HCC1739	Homo sapiens	Breast		Carcinoma In Situ Ductal	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1739 BL	HCC1739 BL	Homo sapiens	Blood		Normal	Female	Unknown	51	Years	Adult	CRL-2334	ATCC	 --	 --
HCC1772	HCC1772	Homo sapiens	Lung		Adenocarcinoma	Female	Caucasian	35	Years	Adult	 --	UTSW	 --	 --
HCC1806	HCC1806	Homo sapiens	Breast		Carcinoma Squamous Cell	Female	African	60	Years	Adult	CRL-2335	ATCC	 --	 --
HCC1819	HCC1819	Homo sapiens	Lung		Carcinoma Small Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1820	HCC1820	Homo sapiens	Lung		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1833	HCC1833	Homo sapiens	Lung		Adenocarcinoma	Female	Caucasian	69	Years	Adult	 --	UTSW	 --	 --
HCC1895	HCC1895	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1897	HCC1897	Homo sapiens	Lung		Carcinoma Squamous Cell	Male	African	47	Years	Adult	 --	UTSW	 --	 --
HCC19	HCC19	Homo sapiens	Unknown		Adenocarcinoma	Female	Caucasian	58	Years	Adult	 --	UTSW	 --	 --
HCC1908	HCC1908	Homo sapiens	Lung		Adenocarcinoma	Female	Caucasian	58	Years	Adult	 --	UTSW	 --	 --
HCC193	HCC193	Homo sapiens	Lung		Adenocarcinoma	Female	Caucasian	71	Years	Adult	 --	UTSW	 --	 --
HCC1937	HCC1937	Homo sapiens	Breast	Soft Tissue	Adenocarcinoma Ductal	Female	Caucasian	23	Years	Adult	CRL-2336	ATCC	HCC1937, HCC1937 BL	 --
HCC1937 BL	HCC1937 BL	Homo sapiens	Blood		Normal	Female	Caucasian	23	Years	Adult	CRL-2337	ATCC	HCC1937, HCC1937 BL	 --
HCC1943	HCC1943	Homo sapiens	Ureter		Carcinoma Transitional Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1944	HCC1944	Homo sapiens	Lung		Adenocarcinoma	Male	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1945	HCC1945	Homo sapiens	Lung		Adenocarcinoma	Female	Unknown	70	Years	Adult	 --	UTSW	 --	 --
HCC1954	HCC1954	Homo sapiens	Breast	Soft Tissue	Adenocarcinoma Ductal	Female	East Indian	61	Years	Adult	CRL-2338	ATCC	HCC1954, HCC1954 BL	 --
HCC1954 BL	HCC1954 BL	Homo sapiens	Blood		Normal	Female	East Indian	61	Years	Adult	CRL-2339	ATCC	HCC1954, HCC1954 BL	 --
HCC1963	HCC1963	Homo sapiens	Lung		Adenocarcinoma	Male	Caucasian	66	Years	Adult	 --	UTSW	 --	 --
HCC1972	HCC1972	Homo sapiens	Uterus		Endometriosis	Female	Caucasian	54	Years	Adult	 --	UTSW	 --	 --
HCC1974	HCC1974	Homo sapiens	Lung		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC1975	HCC1975	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC20	HCC20	Homo sapiens	Lung		Carcinoma Large Cell	Female	Unknown	52	Years	Adult	 --	UTSW	 --	 --
HCC202	HCC202	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Caucasian	82	Years	Adult	CRL-2316	ATCC	 --	 --
HCC2036	HCC2036	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2038	HCC2038	Homo sapiens	Unknown		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2041	HCC2041	Homo sapiens	Breast		Carcinoma Medullary	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2098	HCC2098	Homo sapiens	Urinary Bladder		Carcinoma Transitional Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2099	HCC2099	Homo sapiens	Urinary Bladder		Carcinoma Transitional Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2108	HCC2108	Homo sapiens	Lung		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2141	HCC2141	Homo sapiens	Breast		Carcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2157	HCC2157	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	African	48	Years	Adult	CRL-2340	ATCC	 --	 --
HCC2157 BL	HCC2157 BL	Homo sapiens	Blood		Normal	Female	african	48	Years	Adult	CRL-2341	ATCC	 --	 --
HCC2185	HCC2185	Homo sapiens	Breast		Adenocarcinoma Lobular	Female	Unknown	Unknown	Unknown	Unknown	http://www.utsouthwestern.edu/about-us/administrative-offices/technology-development/transfer/human-cancer-cell-lines.html	UTSW	 --	 --
HCC2218	HCC2218	Homo sapiens	Breast	Soft Tissue	Adenocarcinoma Ductal	Female	Caucasian	38	Years	Adult	CRL-2343	ATCC	 --	 --
HCC2218 BL	HCC2218 BL	Homo sapiens	Blood		Normal	Female	Caucasian	38	Years	Adult	CRL-2363	ATCC	 --	 --
HCC2270	HCC2270	Homo sapiens	Lung		Adenocarcinoma	Female	Caucasian	64	Years	Adult	 --	UTSW	 --	 --
HCC2277	HCC2277	Homo sapiens	Bladder		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2279	HCC2279	Homo sapiens	Lung		Adenocarcinoma	Female	Unknown	52	Years	Adult	 --	UTSW	 --	 --
HCC229	HCC229	Homo sapiens	Cervix		Carcinoma Squamous Cell	Female	African	35	Years	Adult	 --	UTSW	 --	 --
HCC2302	HCC2302	Homo sapiens	Lung		Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2307	HCC2307	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2308	HCC2308	Homo sapiens	Ovary		Adenocarcinoma Endometrioid	Female	Caucasian	64	Years	Adult	 --	UTSW	 --	 --
HCC2312	HCC2312	Homo sapiens	Ovary		Adenocarcinoma	Female	Caucasian	16	Years	Juvenile	 --	UTSW	 --	 --
HCC2344	HCC2344	Homo sapiens	Lung		Carcinoma Squamous Cell	Male	African	60	Years	Adult	 --	UTSW	 --	 --
HCC2352	HCC2352	Homo sapiens	Lung		Carcinoma Adenosquamous	Male	African	59	Years	Adult	 --	UTSW	 --	 --
HCC2374	HCC2374	Homo sapiens	Lung		Carcinoma Large Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2389	HCC2389	Homo sapiens	Breast		Adenocarcinoma	Female	Unknown	57	Years	Adult	http://www.utsouthwestern.edu/about-us/administrative-offices/technology-development/transfer/human-cancer-cell-lines.html	UTSW	 --	 --
HCC2393	HCC2393	Homo sapiens	Lung		Carcinoma Small Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2414	HCC2414	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Hispanic	42	Years	Adult	 --	UTSW	 --	 --
HCC242	HCC242	Homo sapiens	Urinary Bladder		Carcinoma Transitional Cell	Male	Unknown	62	Years	Adult	 --	UTSW	 --	 --
HCC2429	HCC2429	Homo sapiens	Lung		Carcinoma Non-Small Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2433	HCC2433	Homo sapiens	Lung		Carcinoma Small Cell	Male	African	57	Years	Adult	 --	UTSW	 --	 --
HCC2450	HCC2450	Homo sapiens	Lung		Carcinoma Squamous Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2565	HCC2565	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2621	HCC2621	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC263	HCC263	Homo sapiens	Lung		Carcinoma Small Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2637	HCC2637	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC267	HCC267	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Hispanic	57	Years	Adult	 --	UTSW	 --	 --
HCC2677	HCC2677	Homo sapiens	Lung		Adenocarcinoma	Female	Caucasian	55	Years	Adult	 --	UTSW	 --	 --
HCC2688	HCC2688	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2695	HCC2695	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Caucasian	58	Years	Adult	 --	UTSW	 --	 --
HCC2713	HCC2713	Homo sapiens	Breast		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2771	HCC2771	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	Unknown	40	Years	Adult	 --	UTSW	 --	 --
HCC2783	HCC2783	Homo sapiens	Lung		Carcinoma Small Cell	Male	Caucasian	67	Years	Adult	 --	UTSW	 --	 --
HCC2814	HCC2814	Homo sapiens	Lung		Carcinoma Squamous Cell	Male	Caucasian	55	Years	Adult	 --	UTSW	 --	 --
HCC2846	HCC2846	Homo sapiens	Urinary Bladder		Carcinoma Transitional Cell	Female	Unknown	71	Years	Adult	 --	UTSW	 --	 --
HCC2858	HCC2858	Homo sapiens	Urinary Bladder		Carcinoma Transitional Cell	Male	Unknown	88	Years	Adult	 --	UTSW	 --	 --
HCC2877	HCC2877	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2879	HCC2879	Homo sapiens	Breast		Adenocarcinoma Ductal	Female	African	75	Years	Adult	 --	UTSW	 --	 --
HCC2885	HCC2885	Homo sapiens	Lung		Carcinoma Non-Small Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2911	HCC2911	Homo sapiens	Breast		Carcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2935	HCC2935	Homo sapiens	Lung		Adenocarcinoma	Male	Caucasian	39	Years	Adult	CRL-2869	ATCC	 --	 --
HCC2958	HCC2958	Homo sapiens	Lung		Carcinoma Non-Small Cell	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2962	HCC2962	Homo sapiens	Lung	Pericardium	Adenocarcinoma	Male	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2974	HCC2974	Homo sapiens	Stomach		Carcinoma	Male	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC2998	HCC2998	Homo sapiens	Colon		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC3051	HCC3051	Homo sapiens	Lung		Carcinoma Large Cell	Male	African	63	Years	Adult	 --	UTSW	 --	 --
HCC31	HCC31	Homo sapiens	Lung		Carcinoma Squamous Cell	Male	Caucasian	57	Years	Adult	 --	UTSW	 --	 --
HCC3153	HCC3153	Homo sapiens	Breast		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC317	HCC317	Homo sapiens	Kidney		Unknown	Male	Unknown	49	Years	Adult	 --	UTSW	 --	 --
HCC3172	HCC3172	Homo sapiens	Unknown		Unknown	Male	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC3212	HCC3212	Homo sapiens	Unknown		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC3270	HCC3270	Homo sapiens	Colon		Carcinoma	Female	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC33	HCC33	Homo sapiens	Lung		Carcinoma Small Cell	Male	Caucasian	53	Years	Adult	ACC 487	DSMZ	 --	 --
HCC3303	HCC3303	Homo sapiens	Not Otherwise Specified		Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC3335	HCC3335	Homo sapiens	Breast		Carcinoma Medullary	Female	African	57	Years	Adult	 --	UTSW	 --	 --
HCC3418	HCC3418	Homo sapiens	Breast	Pleura	Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	Unknown	 --	UTSW	 --	 --
HCC345	HCC345	Homo sapiens	Larynx		Carcinoma Squamous Cell	Male	African	60	Years	Adult	 --	UTSW	 --	 --
HCC364	HCC364	Homo sapiens	Lung		Adenocarcinoma	Male	Unknown	76	Years	Adult	 --	UTSW	 --	 --
