SRA	SRX	MGI	old	new	judge
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX211443	no antibody|S. cerevisiae untagged strain	InP@ Input control	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX211438	no antibody|S. cerevisiae Ecm5-13Myc strain	InP@ Input control	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX211433	no antibody|S. cerevisiae Snt2-13Myc strain	InP@ Input control	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX211428	anti-Myc (9E10 monoclonal)|S. cerevisiae untagged strain	Oth@ Epitope tags	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX211423	anti-Myc (9E10 monoclonal)|S. cerevisiae Ecm5-13Myc strain	Oth@ Epitope tags	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX211418	anti-Myc (9E10 monoclonal)|S. cerevisiae Snt2-13Myc strain	Oth@ Epitope tags	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX092432	anti-Myc EZview affinity gel (Sigma)|Yeast cell	Oth@ Epitope tags	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX695972	H3K9Ac millipore|yeast	His@ H3K9ac	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX148605	Mcm2-7|Yeast culture	Oth@ MCM2	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX997176	Histone H3, Abcam, ab1791|meiotic culture	His@ H3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX997170	Histone H3 (tri methyl K4), Abcam, ab8580|meiotic culture	His@ H3K4me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX964234	RPD3-MYC log	Oth@ RPD3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX869409	H3|Abcam ab1791|Yeast	His@ H3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX869406	H3K36me3|Active Motif 61101|Yeast	His@ H3K36me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717517	anti-htz1 (Active motif, catalog# 39467, lot# 26409001)|BY4741	His@ HTZ1	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717511	anti-h4r3me2s (Abcam, catalog# ab5823, lot# GR78124-1)|BY4741	His@ H4R3me2	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717505	anti-h4r3me (Abcam, catalog# ab17339, lot# GR52461-1)|BY4741	His@ H4R3me1	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717499	anti-h4k8ac (Millipore, catalog# 07-328, lot# 2075956)|BY4741	His@ H4K8ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717493	anti-h4k5ac (Millipore, catalog# 07-327, lot# 2019741)|BY4741	His@ H4K5ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717487	anti-h4k20me (Abcam, catalog# ab9051, lot# GR79450-1)|BY4741	His@ H4K20me1	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717481	anti-h4k16ac (Millipore, catalog# 07-329, lot# 2073125)|BY4741	His@ H4K16ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717475	anti-h4k12ac (Millipore, catalog# 07-595, lot# 2019723)|BY4741	His@ H4K12ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717469	anti-h3s10ph (Millipore, catalog# 04-817, lot# NG1867615)|BY4741	His@ H3S10ph	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717463	anti-h3k9ac (Abcam, catalog# ab10812, lot# GR68135)|BY4741	His@ H3K9ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717457	anti-h3k79me3 (Abcam, catalog# ab2621, lot# 361576)|BY4741	His@ H3K79me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717451	anti-h3k79me (Abcam, catalog# ab2886, lot#s GR64011-1, GR64011-2)|BY4741	His@ H3K79me1	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717445	anti-h3k56ac (Millipore, catalog# 07-677, lot#s DAM1413945, DAM1462569)|BY4741	His@ H3K56ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717439	anti-h3k4me3 (Millipore, catalog# 04-745, lot#s DAM1567816, DAM1606783)|BY4741	His@ H3K4me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717433	anti-h3k4me2 (Abcam, catalog# ab32356, lot#s GR106705, GR84702)|BY4741	His@ H3K4me2	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717421	anti-h3k4ac (Millipore, catalog# 07-539, lot# 2116017)|BY4741	His@ H3K4ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717415	anti-h3k36me3 (Abcam, catalog# ab9050, lot#s 453637, 927884)|BY4741	His@ H3K36me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717409	anti-h3k36me2 (Abcam, catalog# ab9049, lot# GR75522-1)|BY4741	His@ H3K36me2	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717403	anti-h3k36me (Abcam, catalog# ab9048, lot#s GR69672-1, GR81164-1)|BY4741	His@ H3K36me1	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717397	anti-h3k27ac (Millipore, catalog# 07-360, lot# 2090153)|BY4741	His@ H3K27ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717391	anti-h3k23ac (Millipore, catalog# 07-355, lot# 27133)|BY4741	His@ H3K23ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717385	anti-h3k18ac (Abcam, catalog# ab1191, lot# GR49361-1)|BY4741	His@ H3K18ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717379	anti-h3k14ac (Millipore, catalog# 07-353, lot# 2073782)|BY4741	His@ H3K14ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717373	anti-h2as129ph (Abcam, catalog# ab15083, lot# GR36312-1)|BY4741	His@ H2AS129ph	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717367	anti-h2ak5ac (Abcam, catalog# ab45152, lot# GR46560-3)|BY4741	His@ H2AK5ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX381231	Anti-HA (abcam,ab16918)|whole cell	Oth@ Epitope tags	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX193515	8WG16 Covance|Yeast	Pol@ RNA Polymerase II	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX149458	1Y26 (neoclone, catalog# WP012, lot# A5081456)|S. cerevisiae liquid culture in logarhithmic growth	Pol@ RPB3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX1018463	Anti-HA (12CA5) (Roche)|yeast cells	Oth@ Epitope tags	
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX964219	c-Myc|RPD3-MYC log	Oth@ RPD3	
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX869401	Input|None|Yeast	InP@ Input control	
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX717422	anti-h3k4me (Abcam, catalog# ab8895, lot#s GR46387, GR616306)|BY4741	His@ H3K4me1	
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX148607	BrdU|Yeast culture	Oth@ BrdU	
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX433138	anti-Htz1|Saccharomyces cerevisiae grown in SD medium	Oth@ HTZ1	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX997489	anti-Myc antibody (9E10) made in-house at MSKCC|meiotic culture	Oth@ Epitope tags	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX864904	Anti-c-Myc antibody 9E11|Immunoprecipitated chromatin	Unc@ Unclassified	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX559608	anti-RNA/DNA hybrid (S9.6)|asynchronous cells	Oth@ DNA-RNA hybrids	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX472784	BrdU antibody (Invitrogen, catalog#033900, lot#1462116A)|BrdU IP DNA from S. cerevisiae	Oth@ BrdU	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX360917	RNAPII Ser5P antibody|Wild type yeast cells	Pol@ RNA Polymerase II	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX360909	IgG|RSC2 TAP-tagged yeast cells	InP@ Input control	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX237129	yeast cells grown in YPD	Unc@ Unclassified	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX193167	H3K4me3 (Abcam, mAbcam1012, lot 1152779)|Yeast	His@ H3K4me3	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX1067733	SV5 Pk, monocolonal mouse anti-V5|meiotic cells	Oth@ Epitope tags	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977491	Taf8	Oth@ TAF8	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977487	Taf5	Oth@ TAF5	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977483	Taf4	Oth@ TAF4	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977479	Taf2	Oth@ TAF2	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977473	Taf12	Oth@ TAF12	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977469	Taf10	Oth@ TAF10	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977465	Sua7	Oth@ SUA7	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977461	Rpb3	Pol@ RPB3	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977455	Sfp1	Oth@ SFP1	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977451	Hmo1	Oth@ HMO1	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX977447	Rap1	Oth@ RAP1	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX864905	Input chromatin	InP@ Input control	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX523905	PK, clone SV5-Pk1|Inmunoprecipitated DNA	Oth@ STH1	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX493939	anti-V5 tag antibody (AbD Serotec, mouse IgG2a, MCA 1360, batch 1009A)|C3857	Oth@ Epitope tags	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX493936	anti-V5 tag antibody (AbD Serotec, mouse IgG2a, MCA 1360, batch 1009A)|C3632	Oth@ Epitope tags	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX381235	PCNA (804)|whole cell	Oth@ PCNA	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX360905	IgG|SWI6 TAP-tagged yeast cells	InP@ Input control	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX193518	anti-HA 12CA5|Yeast	Oth@ Epitope tags	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX1067736	12CA5, monocolonal mouse anti-HA|meiotic cells	Oth@ Epitope tags	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX092434	anti-HA EZview affinity gel (Sigma)|Yeast cell	Oth@ Epitope tags	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX360895	IgG|Wild type yeast cells	InP@ Input control	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX180132	DNase-seq	DNS@ DNase-Seq	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX977460	H4|abcam ab7311	His@ H4	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964230	RPD3-MYC Q	Oth@ RPD3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964217	?rpd3 Q	Unc@ Unclassified	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964216	Hyperacetylated H4 (Penta)|?rpd3 Q	His@ H4ac	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964215	H3|?rpd3 Q	His@ H3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964214	?rpd3 log	Unc@ Unclassified	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964213	Hyperacetylated H4 (Penta)|?rpd3 log	His@ H4ac	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964212	H3|?rpd3 log	His@ H3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964204	Hyperacetylated H4 (Penta)|W303 Q	His@ H4ac	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964203	H3|W303 Q	His@ H3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964201	Hyperacetylated H4 (Penta)|W303 log	His@ H4ac	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964200	H3|W303 log	His@ H3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX957135	N/A|yeast cell culture	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX851849	Anti H3K4me3 antibody are from Active Motif, 39159|BY4741	His@ H3K4me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX851848	Anti H3K79me3 antibody are from Grunstein Lab|BY4741	His@ H3K79me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX559609	none|asynchronous cells	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX541161	rpd3 sir2 _BrdU IP	Oth@ BrdU	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX399187	Pol II antibody (4F8- HemholtzZentrum mnchen )|Yeast MT	Pol@ RNA Polymerase II	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX360913	IgG|HSF1 TAP-tagged yeast cells	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX360911	IgG|TUP1 TAP-tagged yeast cells	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX335655	rabbit anti-H3 C-terminus (Zhang et al EMBO J. 24:2379, 2005)|H3 ChIP DNA	His@ H3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX235691	anti-FLAG beads (Sigma #8823)|Mot1 IP	Oth@ Epitope tags	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX185635	anti-Myc tag antibody, clone A46|mid-log phase ASF1-18myc cells, ChIP	Oth@ Epitope tags	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX170680	ANTI-FLAG M2 Affinity Gel (Sigma)|Log-phase cells shifted to 0.15X YEP minus carbon source (4hours)	Oth@ Epitope tags	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX170677	ANTI-FLAG M2 Affinity Gel (Sigma)|Log-phase cells	Oth@ Epitope tags	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX150902	mouse IgG|Sigma|Yeast cells, elc1 deletion mutant, control	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX150900	4H8|Yeast cells, elc1 deletion mutant, Rpb1 ChIP	Pol@ RNA Polymerase II	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX150898	mouse IgG|Sigma|Yeast cells, wild-type, control	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX150896	4H8|Yeast cells, wild-type, Rpb1 ChIP	Pol@ RNA Polymerase II	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX149470	none|S. cerevisiae liquid culture in logarhithmic growth	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1142480	Rpb3|W303 Q	Pol@ RPB3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1142479	none|W303 Q	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1142477	Rpb3|W303 DS	Pol@ RPB3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1142476	none|W303 DS	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1142474	Rpb3|W303 log	Pol@ RPB3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1142473	none|W303 log	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX105565	Rpb3-chIP-seq G1 Arrested fkh1fkh12C	Pol@ RPB3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX105563	Rpb3-chIP-seq G1 Arrested WT	Pol@ RPB3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX062026	sch9-as nucleus	Oth@ SCH9	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX977495	Toa2	Oth@ TOA2	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX977477	Taf1	Oth@ TAF1	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964221	c-Myc|RPD3-MYC Q	Oth@ RPD3	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964196	W303 Q	Unc@ Unclassified	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX964193	W303 log	Unc@ Unclassified	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX851844	BY4741	Unc@ Unclassified	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX707479	none|whole organism	InP@ Input control	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX652789	Pol II|BY4742_WT	Pol@ RNA Polymerase II	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX541162	wild type_WCE	InP@ Input control	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX541156	rpd3 _BrdU IP	Oth@ BrdU	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX541155	sir2 _BrdU IP	Oth@ BrdU	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX541154	wild type_BrdU IP	Oth@ BrdU	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX387216	H3K9ac_gcn5_ChIPseq	His@ H3K9ac	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX387214	H3K9ac_WT_ChIPseq	His@ H3K9ac	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX235690	Mot1 input	InP@ Input control	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX148603	Mcm2p|Yeast culture	Oth@ MCM2	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1142472	TFIIB|W303 Q	Oth@ SUA7	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1142469	TFIIB|W303 DS	Oth@ SUA7	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1142466	TFIIB|W303 log	Oth@ SUA7	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX105560	Rpb3-chIP-seq Asynchronous fkh1fkh12C	Pol@ RPB3	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX105558	Rpb3-chIP-seq Asynchronous WT	Pol@ RPB3	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX105556	BrdU-IP-seq fkh1fkh12C	Oth@ BrdU	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX105554	BrdU-IP-seq fkh1fkh1	Oth@ BrdU	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX105552	BrdU-IP-seq fkh2	Oth@ BrdU	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX105550	BrdU-IP-seq fkh1	Oth@ BrdU	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX105548	BrdU-IP-seq WT	Oth@ BrdU	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX964227	c-Myc|RPD3-MYC DS	Oth@ RPD3	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX964226	RPD3-MYC DS	Oth@ RPD3	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX964199	W303 DS	Unc@ Unclassified	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX964198	Hyperacetylated H4 (Penta)|W303 DS	His@ H4ac	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX964197	H3|W303 DS	His@ H3	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX957133	ab9050 (Abcam)|yeast cell culture	His@ H3K36me3	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX957132	39159 (Active Motif)|yeast cell culture	His@ H3K4me3	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX957131	ab8895 (Abcam)|yeast cell culture	His@ H3K4me1	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX957130	ab2851 (Abcam)|yeast cell culture	Unc@ Unclassified	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX957129	MMS-126R-200 (Covance)|yeast cell culture	Pol@ RNA Polymerase II	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX851851	Arp5 antibody from Abcam (ab12099).|CY1838	Oth@ ARP5	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX851850	CY1838	Unc@ Unclassified	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX707478	myc-tagged Ifh1|whole organism	Oth@ IFH1	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX707477	Flag-tagged Hmo1|whole organism	Oth@ HMO1	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX707476	Flag-tagged Fhl1 with deletion of forkhead domain|whole organism	Oth@ FHL1	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX707475	myc-tagged Fhl1 with deletion of forkhead domain|whole organism	Oth@ FHL1	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX707474	Flag-tagged Fhl1|whole organism	Oth@ FHL1	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX707473	myc-tagged Fhl1|whole organism	Oth@ FHL1	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX707472	Custom rabbit polyclonal anti-Rap1|whole organism	Oth@ RAP1	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673905	anti-Myc EZiew affinity gel; Sigma E6779|SWI6-myc_swi4d_IP_2	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673904	anti-Myc EZiew affinity gel; Sigma E6779|SWI6-myc_swi4d_IP_1	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673903	none|SWI6-myc_swi4d_INPUT	InP@ Input control	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673902	anti-Myc EZiew affinity gel; Sigma E6779|SWI6-myc_IP_2	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673901	anti-Myc EZiew affinity gel; Sigma E6779|SWI6-myc_IP_1	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673900	none|SWI6-myc_INPUT	InP@ Input control	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673899	anti-Myc EZiew affinity gel; Sigma E6779|SWI4-myc_swi6d_IP_1	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673898	none|SWI4-myc_swi6d_INPUT	InP@ Input control	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673897	anti-Myc EZiew affinity gel; Sigma E6779|SWI4-myc_IP_1	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673896	none|SWI4-myc_INPUT	InP@ Input control	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673895	anti-Myc EZiew affinity gel; Sigma E6779|SUT1-myc_IP_3	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673894	anti-Myc EZiew affinity gel; Sigma E6779|SUT1-myc_IP_2	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673893	anti-Myc EZiew affinity gel; Sigma E6779|SUT1-myc_IP_1	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673892	none|SUT1-myc_INPUT	InP@ Input control	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673891	anti-Myc EZiew affinity gel; Sigma E6779|SUT1-myc_nrg1d_IP_3	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673890	anti-Myc EZiew affinity gel; Sigma E6779|SUT1-myc_nrg1d_IP_2	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673889	anti-Myc EZiew affinity gel; Sigma E6779|SUT1-myc_nrg1d_IP_1	Oth@ Epitope tags	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX673888	none|SUT1-myc_nrg1d_INPUT	InP@ Input control	
