SRA	SRX	MGI	old	new	judge
15	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX188832	Input|Control signal which may be subtracted from experimental raw signal before peaks are called.|MEL	InP@ Input control	
4	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX225201	IgG	InP@ Input control	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX471275	Ab3261 Abcam|Leukemic bone marrow	His@ H3K79me1	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX352265	p65 (Santa Cruz sc-372)|Primary thioglycollate-elicited peritoneal macrophages	Oth@ Rela	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX112540	DMC1 (C-20)|sc 8973|adult testis	Oth@ Dmc1	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX1057071	Primary Cortical Neurons (E16.5  DIV8)	Unc@ Unclassified	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX015594	STAT3|murine CD4+ T	Oth@ Stat3	
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX746988	Microglia	Unc@ Unclassified	
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX079874	G1E-ER4+E2 cells	Unc@ Unclassified	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX950641	None (Input)|Liver tissue	InP@ Input control	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX810626	H3K27ac (Active Motif, catalog# 39133, lot# 21311004)|Immortalized MEF	His@ H3K27ac	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX689486	H3K4me3 (Millipore/EMD, 07-473, lot 2155413)|spermatocytes	His@ H3K4me3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX671681	N/A|DIV7 mCTX neurons	InP@ Input control	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX661422	GR, PA1-511A, Pierce; sc-1004, Santa Cruz|Liver tissue	Oth@ Nr3c1	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX652861	embryonic cells	Unc@ Unclassified	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX554635	anti-Suz12 (D39F6 XP Cell Signaling)|Embryonic Stem Cells	Oth@ Suz12	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX498845	H3K27Ac (Abcam, ab4729)|Primary bone marrow-derived macrophages (BMDM)	His@ H3K27ac	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX366562	NA|NIH/3T3 Tet-On 3G cells	InP@ Input control	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX208218	CD43 negative mouse resting B cells	Unc@ Unclassified	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX187243	IRF4|Th17 in vitro	Oth@ Irf4	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX143622	Input|Control signal which may be subtracted from experimental raw signal before peaks are called.|C2C12	InP@ Input control	
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX689487	spermatocytes	Unc@ Unclassified	
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX038432	BMAL1|Liver cells	Oth@ Arntl	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX757088	Excitatory pyramidal neurons from mouse neocortex	Unc@ Unclassified	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX507975	sorted murine lin-/Sca-1/c-Kit in vitro cultured cells	Unc@ Unclassified	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX254821	none|Differentiated embryonic stem cells	InP@ Input control	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX150872	Anti-H3K4me3 (Active Motif #39159)|Primary bone marrow-derived macrophages (BMDM)	His@ H3K4me3	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX122509	Cebpb|sc-150|bone marrow	Oth@ Cebpb	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX094459	STAT5 antibody C-17|liver tissue	Oth@ Stat5a	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX021818	HPC-7 Cell Line	Unc@ Unclassified	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=ERX132655	Anti H3K4me3 Millipore 07-473	His@ H3K4me3	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX769451	native|no antibody|Embryonic stem cells	InP@ Input control	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX703685	none (input)|ES cells	InP@ Input control	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX647908	crosslink|no antibody|Embryonic stem cells	InP@ Input control	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX471276	Ab3594 Abcam|Leukemic bone marrow	His@ H3K79me2	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX385364	H3K4me3|Embryonic Stem Cells (ESCs)	His@ H3K4me3	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX305006	none|mouse embryonic stem cells	InP@ Input control	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX257622	CREB|CREB-1 Antibody (Santa Cruz Biotech, catalog# sc-186)	Oth@ Creb1	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX187257	p300|Th17 in vitro	Oth@ Ep300	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX122543	Nfkb1|sc-114|bone marrow	Oth@ Rela	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX122533	Irf4|sc-6059|bone marrow	Oth@ Irf4	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX122523	Irf2|ab65048|sc-498|bone marrow	Oth@ Irf2	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX1022124	crosslink|anti-H3.3 (09-838)|Embryonic stem cells	His@ H3.3	
10	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX1006938	Embryonic stem cells	Unc@ Unclassified	
1	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX203357	Neuralized embryoid bodies	Unc@ Unclassified	
1	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX122483	Atf3|sc-188|ab70005-100|bone marrow	Oth@ Atf3	
1	10	http://www.ncbi.nlm.nih.gov/sra?term=SRX029287	H3K9me2|DC	His@ H3K9me2	
1	10	http://www.ncbi.nlm.nih.gov/sra?term=ERX200401	H3K27-3me	His@ H3K273me	
1	10	http://www.ncbi.nlm.nih.gov/sra?term=ERX200400	H3k4-3me	His@ H3K4me3	
1	10	http://www.ncbi.nlm.nih.gov/sra?term=ERX200399	Bcl11a	Oth@ Bcl11a	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX703693	H3K4me1 (Abcam, Ab8895, lot 720417)|ES cells	His@ H3K4me1	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX701170	None (Input DNA)|Splenic	InP@ Input control	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX701162	RAD21 (Abcam, ab992)|Splenic	Oth@ Rad21	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX699292	none|Mouse back skins	InP@ Input control	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX647887	native|anti-H3K9me3 (ab8898)|Embryonic stem cells	His@ H3K9me3	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX535261	embryonic stem cells, mock treatment	Unc@ Unclassified	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX520211	MED1 (M-255)|3T3-L1 pre-adipocytes (4h)	Oth@ Med1	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX470065	anti-HA|embryonic stem cells	Oth@ Epitope tags	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX377678	H3K27ac (Abcam 4729)|forebrain	His@ H3K27ac	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX319889	PU.1 (Santa Cruz sc-352)|Primary thioglycollate-elicited peritoneal macrophages	Oth@ Spi1	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX247751	3FLAG|M2 (Sigma Aldrich)|3T3-L1 cells (ATCC #CL-173)	Oth@ Epitope tags	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX148805	Dynabeads M-280 Streptavidin (Invitrogen)|Mature B	Oth@ Biotin	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX122573	Stat2|ab53149|sc-839|bone marrow	Oth@ Stat2	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX107336	H3K4me3|primary CD4+ T cells from spleen and lymph nodes	His@ H3K4me3	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX023723	H3K4me3|mouse B cells	His@ H3K4me3	
9	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX017069	RNA Pol II (Rpb1 N-terminus)|V6.5 mES cells	Pol@ RNA Polymerase II	
1	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX377663	none|forebrain	InP@ Input control	
1	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX265310	DNase	DNS@ DNase-Seq	
1	9	http://www.ncbi.nlm.nih.gov/sra?term=SRX213837	n/a|n/a	InP@ Input control	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX869084	Ctcf (Millipore, 07-729, lot 2452497)|Neural stem cells	Oth@ Ctcf	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX695722	no antibody|ES cell culture	InP@ Input control	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX671682	sc48|DIV7 mCTX neurons	Oth@ Fosb	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX671680	sc52|DIV7 mCTX neurons	Oth@ Fos	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX668182	sc-13050|liver tissue	Oth@ Onecut1	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX648117	H2A.X (Xiao lab)|reprogramming from MEF cell	His@ H2A.X	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX647912	native|anti-HA (12CA5)|Embryonic stem cells	Oth@ Epitope tags	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX471279	Ab2621 Abcam|Leukemic bone marrow	His@ H3K79me3	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX396246	H3K4me3 (Abcam, Catalog# ab8580, Lot# GR47272-1)|Embryonic stem cells	His@ H3K4me3	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX392735	C/EBPa (sc-61, Santa Cruz)|Haftl pre-B cells	Oth@ Cebpa	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX377694	H3K27ac (Abcam 4729)|heart	His@ H3K27ac	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX373782	JARID2|Embryonic stem cells	Oth@ Jarid2	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX360387	none|ES cell culture	InP@ Input control	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX335056	anti-HA (12CA5)|Embryonic stem cells	Oth@ Epitope tags	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX268270	cocktail of Ab-10 from Labvision and sc-543 from Santa Cruz|7438 cells + Afos	Oth@ Esr1	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX268262	cocktail of PA-510A and PA-511A from Affinity BioReagents and sc-1004 from Santa Cruz|7438 cells + Afos	Oth@ Nr3c1	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX265329	cocktail of PA-510A and PA-511A from Affinity BioReagents and sc-1004 from Santa Cruz	Oth@ Nr3c1	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX197277	anti-H3K4me1|Primary bone marrow-derived macrophages, no treatment, H3K4me1 ChIP	His@ H3K4me1	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX181741	Input|Control signal which may be subtracted from experimental raw signal before peaks are called.|G1E-ER4	InP@ Input control	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX122417	Junb|ab28838|sc-46|bone marrow	Oth@ Junb	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX120232	NA|Mature B	InP@ Input control	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX118385	Anti-DMC1 (C-20)|Anti-DMC1 9R_testis_SSDS	Oth@ Dmc1	
8	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX015581	IRF4|murine CD4+ T	Oth@ Irf4	
3	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX003858	H3K4me3	His@ H3K4me3	
2	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX143295	None|Liver tissue	InP@ Input control	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX997769	HDAC3|liver	Oth@ Hdac3	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX381465	H3K4me3|07-473|spermatocytes	His@ H3K4me3	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX377681	none|heart	InP@ Input control	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX373582	none (input)|Heart	InP@ Input control	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX213394	none|mammary gland	InP@ Input control	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX122456	Pol-II|MMS-128P|bone marrow	Pol@ RNA Polymerase II	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX120217	NA|Pro-B	InP@ Input control	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=SRX020995	anti-H3|Macrophages	His@ H3	
1	8	http://www.ncbi.nlm.nih.gov/sra?term=ERX631804	DNMT1	Oth@ Dnmt1	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX814805	Mouse neuroblastoma cell line	Unc@ Unclassified	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX703692	H3K27ac (Active, Motif, lot 39133)|ES cells	His@ H3K27ac	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX698895	Nucleus accumbens tissue	Unc@ Unclassified	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX651988	None|mouse embryonic stem cells	InP@ Input control	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX540714	FLAG (Sigma, F1804)|Dnmt TKO ESCs	Oth@ Epitope tags	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX523470	None|SV40T transformed fibroblasts	InP@ Input control	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX495628	Anti-RORgamma(t),  eBioscience, AFKJS-9, 14-6988, E11084-325|Th17 cells	Oth@ Rorc	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX385368	H3K27me3|Embryonic Stem Cells (ESCs)	His@ H3K27me3	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX377708	H3K27ac (Abcam 4729)|liver	His@ H3K27ac	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX373043	anti-POLR3D (mouse and human) CS681 Ab,  raised against peptide CSPDFESLLDHKHR {Chong et al 2001}|Mouse Liver	Pol@ Polr3d	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX353828	H3K4me1 (Abcam, catalog# ab8895, lot# GR46388-1)|Primary B-cells	His@ H3K4me1	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX353826	H3K4me3 (Active Motif, catalog# 39159, lot# 1609004)|Primary B-cells	His@ H3K4me3	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX353785	c-Myc N262 (Santa Cruz, catalog# sc764, lot#G0111)|Primary B-cells	Oth@ Myc	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX326482	(rb) -H3K4me3 (#528; Ali  Shilatifard)|ES cell culture	His@ H3K4me3	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX268239	cocktail of PA-510A and PA-511A from Affinity BioReagents and sc-1004 from Santa Cruz|7438 cells	Oth@ Nr3c1	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX244262	H3K4me3|liver tissue	His@ H3K4me3	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX244255	H3K4me1|liver tissue	His@ H3K4me1	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX214084	Pou5f1/Oct4|V5|KH2 ES cells	Oth@ Pou5f1	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX213415	Histone H3 trimethyl Lys4|mammary gland	His@ H3K4me3	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX187271	STAT3|Th17 in vitro	Oth@ Stat3	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX186072	none, input-DNA|Embryonic stem cell	InP@ Input control	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX181749	GATA1_(SC-265)|sc-265|GATA1 is erythroid-specific and is responsible for the regulated transcription of erythroid genes.|rat monoclonal antibody raised against mouse recombinant GATA1; recommended for detection of GATA1 of mouse, rat and human origin. Antibody Target: GATA1|G1E-ER4	Oth@ Gata1	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX119671	H3K36me3|ab9050|H3K36me3 IP	His@ H3K36me3	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX119664	H3K4me3|ab8580|H3K4me3 IP	His@ H3K4me3	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX094466	Bcl6 antibody N-3|liver tissue	Oth@ Bcl6	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX022483	none|HL-1 cells	InP@ Input control	
7	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX006976	H3K27me3 from T. Jenuwein	His@ H3K27me3	
2	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX003805	H3K27me3	His@ H3K27me3	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX657138	None|None|iPSC	InP@ Input control	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX657137	Med1/TRAP220|Bethyl A300-793A|iPSC	Oth@ Med1	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX597182	WCE|3T3L1	InP@ Input control	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX597181	H4K20me1|3T3L1	His@ H4K20me1	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX597180	H3K9me3|3T3L1	His@ H3K9me3	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX597179	H3K79me2|3T3L1	His@ H3K79me2	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX597178	H3K4me3|3T3L1	His@ H3K4me3	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX597174	H3K27ac|3T3L1	His@ H3K27ac	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX377697	none|liver	InP@ Input control	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX340953	Gata2|FDCPmix	Oth@ Gata2	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX119672	none|none|input	InP@ Input control	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX119651	RPB2|sc-67318|RPB2 IP	Pol@ Polr2b	
1	7	http://www.ncbi.nlm.nih.gov/sra?term=SRX1046534	RAG1|thymocytes	Oth@ Rag1	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX865038	none, input|mouse primary CD4+ T cells	InP@ Input control	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX865037	STAT1 (Santa Cruz Biotechnology, sc-592)(Lot #E1209)|mouse primary CD4+ T cells	Oth@ Stat1	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX865031	STAT3 (eBioscience, #14-6727-81)(Lot #E034014)|mouse primary CD4+ T cells	Oth@ Stat3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX863174	H3K27ac (Abcam, catalog# ab4729, lot# GR183919-1)|Mouse Embryonic day 14.5 Fetal Liver	His@ H3K27ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX863168	H3K4me3 (Millipore, catalog# 07-473, lot# 2289139)|Mouse Embryonic day 14.5 Fetal Liver	His@ H3K4me2	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX804264	Atrx|Santa Cruz (sc-15408)|Primary culutured mouse cortical neurons (DIV 8)	Oth@ Atrx	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX764844	H3K9me3 (Active Motif #39161)|TT2	His@ H3K9me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX746987	small peritoneal macrophages	Unc@ Unclassified	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX680474	H3K27ac|abcam:ab4729, lot3221746|Heart	His@ H3K27ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX652742	hematopoietic stem and progenitor cells from E14.5 foetal liver	Unc@ Unclassified	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX646168	Rabbit polyclonal anti-mouse NLRC5 (aa 1139) custom antibody generated by Adipogen|WT T-cells	Oth@ Nlrc5	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX554619	anti-H3K27me3 (C36B11 Cell Signaling)|Embryonic Stem Cells	His@ H3K27me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX542625	HA antibody, Abcam ab9110|Embryonic Stem Cells	Oth@ Epitope tags	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX499144	none|embryonic stem cells (ESC)	InP@ Input control	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX498827	PU.1 (in-house rabbit polyclonal anti-mouse PU.1 1-100aa)|Primary bone marrow-derived macrophages (BMDM)	Oth@ Spi1	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX498821	IRF8 (in-house rabbit polyclonal anti-mouse IRF8 146-162aa)|Primary bone marrow-derived macrophages (BMDM)	Oth@ Irf8	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX481642	H3K27me3 IP (abcam 6002)|embryoid bodies	His@ H3K27me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX481636	H3K27me3 IP (abcam 6002)|embryonic stem cells	His@ H3K27me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX471278	07-449 Millipore|Leukemic bone marrow	His@ H3K27me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX373609	none (streptavidin-coated beads used to pulldown biotinylated Gata4; 11205D, M-280 Streptavidin Invitrogen)|Heart	InP@ Input control	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX341756	rabbit anti-H3K9ac (Millipore; 06-942)|intestinal epithelial cells	His@ H3K9ac	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX320034	RNA Pol II (Rpb1 N-terminus)|SC-899|mouse heart	Pol@ RNA Polymerase II	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX318110	none|none|Input, liver cells	InP@ Input control	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX299545	H3K36me3|Abcam ab9050|Hematopoietic stem cells (HSC)	His@ H3K36me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX299539	H3K27me3|Millipore 07-449|Hematopoietic stem cells (HSC)	His@ H3K27me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX275824	Mouse embryonic day 11.5 (e11.5) hindbrain	Unc@ Unclassified	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX275812	anti-FLAG M2 (Sigma, F1804)|Neurospheres	Oth@ Epitope tags	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX265325	C/EBPbeta sc-150, santa cruz	Oth@ Cebpb	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX254817	anti-H3K27me3(Millipore 17-622)|Differentiated embryonic stem cells	His@ H3K27me3	
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX244268	H3K27ac|liver tissue	His@ H3K27ac	
