SRA	SRX	MGI	old	new	judge
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX113621	wild type|larval L4 stage C. elegans|larval L4 stage C. elegans	Lar@ L4?0	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX113601	eri-1(mg366)|adult C. elegans|adult	Adl@ Adult?0	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1030170	whole worm WT gDNA|WT (N2) mixed stage worms	Adl@ Adult?0	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1010106	N2|8E syncrhonized embryos	Lar@ L1?0	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX013987	OP37|pha-4 transgenic worm OP37|L1	Lar@ L1?0	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX013986	OP37|pha-4 transgenic worm OP37|emrbyo	Emb@ Embryos?0	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX012300	zim-2(tm574)|synchronized young adult population of mutant strain zim-2(tm574)|young adult	Adl@ Young adult?0	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX212235	Wild-type embryos|Embryo	Emb@ Embryos?0	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX1010108	N2|bean syncrhonized embryos	Lar@ L1?0	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX005650	OP37|starved L1	Lar@ L1?0	
1	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX005648	OP37|embryo	Emb@ Embryos?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529229	N2|seq-ab8895_H3K4me1:733246_N2_L3_ChIP_Rep2|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529228	N2|seq-ab8895_H3K4me1:733246_N2_L3_ChIP_Rep1|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529227	N2|seq-ab8895_H3K4me1:733246_N2_L3_Input_Rep2|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529226	N2|seq-ab8895_H3K4me1:733246_N2_L3_Input_Rep1|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529225	N2|seq-ab8896_H3K9me1_104560_N2_L3_ChIP_Rep2|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529224	N2|seq-ab8896_H3K9me1_104560_N2_L3_ChIP_Rep1|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529223	N2|seq-ab8896_H3K9me1_104560_N2_L3_Input_Rep2|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529222	N2|seq-ab8896_H3K9me1_104560_N2_L3_Input_Rep1|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529221	N2|seq-SDQ3166_LIN37_N2_LTemb_ChIP_Rep2|Late Embryos	Emb@ Late embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529220	N2|seq-SDQ3166_LIN37_N2_LTemb_ChIP_Rep1|Late Embryos	Emb@ Late embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529219	N2|seq-SDQ3166_LIN37_N2_LTemb_Input_Rep2|Late Embryos	Emb@ Late embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529218	N2|seq-SDQ3166_LIN37_N2_LTemb_Input_Rep1|Late Embryos	Emb@ Late embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529217	fem-2(b245)|seq-SDQ4501_T09A5.8_FEM2_AD_ChIP_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529216	fem-2(b245)|seq-SDQ4501_T09A5.8_FEM2_AD_ChIP_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529215	fem-2(b245)|seq-SDQ4501_T09A5.8_FEM2_AD_Input_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529214	fem-2(b245)|seq-SDQ4501_T09A5.8_FEM2_AD_Input_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529213	N2|seq-WA30932379_H3K9ac_N2_L3_ChIP_Rep2|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529212	N2|seq-WA30932379_H3K9ac_N2_L3_ChIP_Rep1|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529211	N2|seq-WA30932379_H3K9ac_N2_L3_Input_Rep2|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529210	N2|seq-WA30932379_H3K9ac_N2_L3_Input_Rep1|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529209	N2|seq-AR0144_H3_144_N2_L3_ChIP_Rep2|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529208	N2|seq-AR0144_H3_144_N2_L3_ChIP_Rep1|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529207	N2|seq-AR0144_H3_144_N2_L3_Input_Rep2|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX529206	N2|seq-AR0144_H3_144_N2_L3_Input_Rep1|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX515121	YL418(official name : YL418 genotype : unc-119(ed3) III; vrIs65pGES-1::EFL-1::GFP FLAG:EFL-1 3'-UTR genotype : unc-119 (+) outcross : 0 mutagen : None tags : GFP::3xFlag description : The EFL-1::GFP fusion protein is driven by the ges-1 promoter and expressed in the instestine. made_by : Michelle Kudron (Valerie Reinke's lab) )|EFL-1_GFP_L1 ChIP Rep.3|fed L1	Lar@ L1?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX515120	YL418(official name : YL418 genotype : unc-119(ed3) III; vrIs65pGES-1::EFL-1::GFP FLAG:EFL-1 3'-UTR genotype : unc-119 (+) outcross : 0 mutagen : None tags : GFP::3xFlag description : The EFL-1::GFP fusion protein is driven by the ges-1 promoter and expressed in the instestine. made_by : Michelle Kudron (Valerie Reinke's lab) )|EFL-1_GFP_L1 ChIP Rep.2|fed L1	Lar@ L1?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX515119	YL418(official name : YL418 genotype : unc-119(ed3) III; vrIs65pGES-1::EFL-1::GFP FLAG:EFL-1 3'-UTR genotype : unc-119 (+) outcross : 0 mutagen : None tags : GFP::3xFlag description : The EFL-1::GFP fusion protein is driven by the ges-1 promoter and expressed in the instestine. made_by : Michelle Kudron (Valerie Reinke's lab) )|EFL-1_GFP_L1 Input Rep.3|fed L1	Lar@ L1?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX515118	YL418(official name : YL418 genotype : unc-119(ed3) III; vrIs65pGES-1::EFL-1::GFP FLAG:EFL-1 3'-UTR genotype : unc-119 (+) outcross : 0 mutagen : None tags : GFP::3xFlag description : The EFL-1::GFP fusion protein is driven by the ges-1 promoter and expressed in the instestine. made_by : Michelle Kudron (Valerie Reinke's lab) )|EFL-1_GFP_L1 Input Rep.2 extraction4_seq4|fed L1	Lar@ L1?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX514730	N2|early embryos Input DNA seq|whole embryo|early embryos	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX514729	N2|early embryos H4K16ac ChIP seq|whole embryo|early embryos	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495120	N2|seq-ab817_8WG16_639746_N2_Eemb_ChIP_Rep2|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495119	N2|seq-ab817_8WG16_639746_N2_Eemb_ChIP_Rep1|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495118	N2|seq-ab817_8WG16_639746_N2_Eemb_Input_Rep2|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495117	N2|seq-ab817_8WG16_639746_N2_Eemb_Input_Rep1|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495116	N2|seq-SDQ3927_MRG1_N2_Eemb_ChIP_Rep2|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495115	N2|seq-SDQ3927_MRG1_N2_Eemb_ChIP_Rep1|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495114	N2|seq-SDQ3927_MRG1_N2_Eemb_Input_Rep2|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495113	N2|seq-SDQ3927_MRG1_N2_Eemb_Input_Rep1|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495112	N2|seq-SDQ3838_T26A5.5_N2_Eemb_ChIP_Rep2|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495111	N2|seq-SDQ3838_T26A5.5_N2_Eemb_ChIP_Rep1|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495110	N2|seq-SDQ3838_T26A5.5_N2_Eemb_Input_Rep2|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495109	N2|seq-SDQ3838_T26A5.5_N2_Eemb_Input_Rep1|Early Embryo	Emb@ Early embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495108	WH223|seq-302-32369_H3K9me2_ojIs9_YA_germline_ChIP_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495107	WH223|seq-302-32369_H3K9me2_ojIs9_YA_germline_ChIP_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495106	WH223|seq-302-32369_H3K9me2_ojIs9_YA_germline_Input_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495105	WH223|seq-302-32369_H3K9me2_ojIs9_YA_germline_Input_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495104	fem-2(b245)|seq-SDQ2382_him5_fem2_AD_ChIP_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495103	fem-2(b245)|seq-SDQ2382_him5_fem2_AD_ChIP_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495102	fem-2(b245)|seq-SDQ2382_him5_fem2_AD_Input_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495101	fem-2(b245)|seq-SDQ2382_him5_fem2_AD_Input_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495100	N2|seq-SDQ4663_RPC1_N2_L3_ChIP_Rep2|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495099	N2|seq-SDQ4663_RPC1_N2_L3_ChIP_Rep1|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495098	N2|seq-SDQ4663_RPC1_N2_L3_Input_Rep2|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495097	N2|seq-SDQ4663_RPC1_N2_L3_Input_Rep1|L3 Larva	Lar@ L3?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495096	N2|seq-SDQ4640_SWD3_N2_Mxemb_ChIP_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495095	N2|seq-SDQ4640_SWD3_N2_Mxemb_ChIP_Rep1|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495094	N2|seq-SDQ4640_SWD3_N2_Mxemb_Input_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495093	N2|seq-SDQ4640_SWD3_N2_Mxemb_Input_Rep1|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495092	N2|seq-SDQ4585_ASH2_N2_Mxemb_ChIP_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495091	N2|seq-SDQ4585_ASH2_N2_Mxemb_ChIP_Rep1|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495090	N2|seq-SDQ4585_ASH2_N2_Mxemb_Input_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495089	N2|seq-SDQ4585_ASH2_N2_Mxemb_Input_Rep1|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495088	N2|seq-SDQ4564_DPY28_N2_Mxemb_ChIP_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495087	N2|seq-SDQ4564_DPY28_N2_Mxemb_ChIP_Rep1|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495086	N2|seq-SDQ4564_DPY28_N2_Mxemb_Input_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495085	N2|seq-SDQ4564_DPY28_N2_Mxemb_Input_Rep1|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495084	N2|seq-SDQ4562_SMC6_N2_Mxemb_ChIP_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495083	N2|seq-SDQ4562_SMC6_N2_Mxemb_ChIP_Rep1|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495082	N2|seq-SDQ4562_SMC6_N2_Mxemb_Input_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495081	N2|seq-SDQ4562_SMC6_N2_Mxemb_Input_Rep1|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495080	fem-2(b245)|seq-SDQ0809_COH1_fem2_AD_ChIP_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495079	fem-2(b245)|seq-SDQ0809_COH1_fem2_AD_ChIP_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495078	fem-2(b245)|seq-SDQ0809_COH1_fem2_AD_Input_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495077	fem-2(b245)|seq-SDQ0809_COH1_fem2_AD_Input_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495076	N2|seq-SDQ4561_DPY26_N2_Mxemb_ChIP_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495075	N2|seq-SDQ4561_DPY26_N2_Mxemb_ChIP_Rep1|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495074	N2|seq-SDQ4561_DPY26_N2_Mxemb_Input_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495073	N2|seq-SDQ4561_DPY26_N2_Mxemb_Input_Rep1|Mixed Embryo	Emb@ Mixed embryo?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495072	fem-2(b245)|seq-SDQ3914_REC8_fem2_AD_ChIP_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495071	fem-2(b245)|seq-SDQ3914_REC8_fem2_AD_ChIP_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495070	fem-2(b245)|seq-SDQ3914_REC8_fem2_AD_Input_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495069	fem-2(b245)|seq-SDQ3914_REC8_fem2_AD_Input_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495068	fem-2(b245)|seq-SDQ0802_REC8_fem2_AD_ChIP_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495067	fem-2(b245)|seq-SDQ0802_REC8_fem2_AD_ChIP_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495066	fem-2(b245)|seq-SDQ0802_REC8_fem2_AD_Input_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495065	fem-2(b245)|seq-SDQ0802_REC8_fem2_AD_Input_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495064	fem-2(b245)|seq-G0655G0656_HTP3_fem2_AD_ChIP_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495063	fem-2(b245)|seq-G0655G0656_HTP3_fem2_AD_ChIP_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495062	fem-2(b245)|seq-G0655G0656_HTP3_fem2_AD_Input_Rep2|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495061	fem-2(b245)|seq-G0655G0656_HTP3_fem2_AD_Input_Rep1|Germline containing young adult	Adl@ Germline containing young adult?0	
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX495060	N2|seq-SDQ4496_DPY26_N2_Mxemb_ChIP_Rep2|Mixed Embryo	Emb@ Mixed embryo?0	
