SRA	SRX	MGI	old	new	judge
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX450799	Salivary Glands	Unc@ Unclassified	
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306202	none|S2 cell culture	InP@ Input control	
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306201	Drosophila Rpb1 antibody (Smith et al., Mol Cell. 2011 Dec 23;44(6):954-65)|S2 cell culture	Pol@ RpII215	
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX197584	TBP|rabbit poly-antibody against dTBP|Staged embryos	Oth@ Tbp	
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX193340	(rb) -H3K4me1 (39297;Active Motif)|Schneider's Drosophila Line 2; S2 cells	His@ H3K4me1	
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX183885	Anti Twist|Twist ChIP-Seq from 2-4 h wild type embryos	Oth@ twi	
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX046660	N/A|S2 cell line	InP@ Input control	
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX018632	S2 cells-DRSC (lot 181A1)	Unc@ Unclassified	
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX749026	CBP|Kc167	Oth@ CBP	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX859013	8WG16 (Covance #MMS-126R)|embryos	Pol@ RpII215	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX811244	H3K4me1 (Abcam, ab8895)|EZ2-2 ; E(z) temperature sensitive cells	His@ H3K4me1	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX811242	H3K27ac (Abcam, ab4729)|EZ2-2 ; E(z) temperature sensitive cells	His@ H3K27ac	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX811240	H3K27me2 (Abcam, ab24684)|EZ2-2 ; E(z) temperature sensitive cells	His@ H3K27me2	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX811238	H3K27me3 (Abcam, ab6002)|EZ2-2 ; E(z) temperature sensitive cells	His@ H3K27me3	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX760383	ELAV|rat anti-ELAV-7E8A10|whole embryos	Oth@ elav	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX699117	H2AK118ub1 (Cell Signaling, D27C4)|EZ2-2 ; E(z) temperature sensitive cells	His@ H2AK118ub	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX450800	Abcam Anti-Histone H3 (di methyl K9) antibody mAbcam 1220|Salivary Glands	His@ H3K9me2	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX370362	Adult Drosophila ovary	Unc@ Unclassified	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX348469	none|Blastoderm embryos	InP@ Input control	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX245840	dFOXO|female adult flies	Oth@ foxo	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX245839	none|female adult flies	InP@ Input control	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX197578	H3K4me3|Cell Signaling Technology 9751S|Staged embryos	His@ H3K4me3	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX193333	(rb) -H3K27ac (4729; Abcam)|Schneider's Drosophila Line 2; S2 cells	His@ H3K27ac	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX159174	CLAMP ChIP SL2 cells control RNAi	Oth@ Clamp	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX159170	CLAMP ChIP SL2 cells MSL2 RNAi	Oth@ Clamp	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX159166	CLAMP ChIP Kc cells control RNAi	Oth@ Clamp	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX149192	PSC custom made rabbit polyclonal antibody that was affinity purified (described in Francis et al., 2009. PMID: 19303136)|S2 cell line	Oth@ Psc	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX131082	BEAF-32B (Bushey et. al 2009)|ChIP against BEAF-32 Wing	Oth@ BEAF-32	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX110779	H3K27me3 (ab6002, abcam)|muscle FAC sorted from dissociated embryos	His@ H3K27me3	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX104980	H3|m--HA (Covance, MMS-101P)|whole larvae	His@ H3	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX104978	H3K27me3|rb--H3K27me3 (Active Motif, 39155)|whole larvae	His@ H3K27me3	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX104976	NONE|none|whole larvae	InP@ Input control	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX104974	Su(z)12|rb--Su(z)12 full length (Jrg Mller)|whole larvae	Oth@ Su(z)12	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX104972	dJarid2|rb--Jarid2 (Masamitsu Yamaguchi)|whole larvae	Oth@ Jarid2	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX099639	Anti-FLAG M2|HSF IP	Oth@ Epitope tags	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX042251	Adult male fatbody	Unc@ Unclassified	
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX042249	Adult female fatbody	Unc@ Unclassified	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX858999	Dl|embryos	Oth@ dl	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX858991	Zld|embryos	Oth@ vfl	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX749075	TFIIIC|Kc167	Oth@ TfIIIC	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX749070	RNAPII|Kc167	Pol@ RNA polymerase II	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX749066	Rad21|Kc167	Oth@ vtd	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX749035	CP190|Kc167	Oth@ Cp190	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX749031	Chromator|Kc167	Oth@ Chro	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX749022	CapH2|Kc167	Oth@ Cap-H2	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX335503	Hr78|Anti-GFP|ab290|Hr78-GFP	Oth@ Hr78	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX183887	None|Input DNA	InP@ Input control	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX170983	DREF Rabbit polyclonal|Kc167	Oth@ Dref	
1	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX111800	E8-16	Unc@ Unclassified	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX969923	RSF1-Rb|0-12 hour old embryos	Oth@ Rsf1	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX969910	ACF1-3F1|0-12 hour old embryos	Oth@ Acf	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX885703	none|S2 cells (male embryo-derived cell line)	InP@ Input control	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX810435	none|Cell culture	InP@ Input control	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX385810	CP190|S2 cells	Oth@ Cp190	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX367041	H3|S2 cells	His@ H3	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX348471	GT  (Li et al. 2008)|Blastoderm embryos	Oth@ gt	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX326997	Active Motif H2Av pAb #39715|ChIPed chromatin, Active Motif H2Av pAb #39715	His@ H2A.V	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX306196	anti-Ice1 (CG13550, aa 1-192; Smith et al., Mol Cell. 2011 Dec 23;44(6):954-65)|S2 cell culture	Oth@ Ice1	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX301185	Anti-RNA polymerase II CTD repeat YSPTSPS antibody 8WG16|Pol II ChIP	Pol@ RNA polymerase II	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX202129	none|S3 cells	InP@ Input control	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX197573	H3K27me3|Active Motif 39155|Staged embryos	His@ H3K27me3	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX193339	(rb) -H3K27me3 (39155; Active Motif)|Schneider's Drosophila Line 2; S2 cells	His@ H3K27me3	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX193337	(rb) -H3K4me3 (#528; Ali Shilatifard)|Schneider's Drosophila Line 2; S2 cells	His@ H3K4me3	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX152095	anti-Yki|8-16hr embryo ChIP; Iso1 strain; Yki antibody	Oth@ yki	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX152092	anti-Trl (antii-GAF)|8-16hr embryo ChIP; Iso1 strain; GAF antibody	Oth@ Trl	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX1021232	Medea rabbit polyclonal (gift from Dr. Laurel Raftery)|Drosophila Kc167 cells	Oth@ Med	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX1021229	Mad rabbit polyclonal (gift from Dr. Lan Xu)|Drosophila Kc167 cells	Oth@ Mad	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX040618	none|wing imaginal discs, wild type, input	InP@ Input control	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX027391	white prepupae	Unc@ Unclassified	
3	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX018162	PSC|Kc genomic DNA	Oth@ Psc	
2	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX992688	none|whole embryos	InP@ Input control	
2	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX111780	AdultMale	Unc@ Unclassified	
2	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX110511	AdultFemale	Unc@ Unclassified	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX749056	IgG|Kc167	InP@ Input control	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX749050	H3K4me3|Kc167	His@ H3K4me3	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX749047	H3K4me1|Kc167	His@ H3K4me1	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX749044	Fs1h-L|Kc167	Oth@ fs(1)h	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX749039	CTCF|Kc167	Oth@ CTCF	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX671960	input_Pc_mixed	InP@ Input control	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX335509	h|KW3-h-D1|KW3-h-D1|Kc167	Oth@ h	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX335500	insv|KW1-insv|NA|Kc167	Oth@ insv	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX335486	Su(H)|Su(H)d-300|sc-25761|Kc167	Oth@ Su(H)	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX197572	None|Staged embryos	InP@ Input control	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX147004	none (input)|Input	InP@ Input control	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX111816	W3L	Unc@ Unclassified	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX111809	Kc167	Unc@ Unclassified	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX101813	S2_roX2	Oth@ roX2	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX085407	anti-BEAF32B|Kc cells	Oth@ BEAF-32	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX085404	anti-dCTCF|Kc cells	Oth@ CTCF	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX085401	anti-Su(Hw)|Kc cells	Oth@ su(Hw)	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX085398	anti-CP190|Kc cells	Oth@ Cp190	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX084383	anti-ZLD|Embryos	Oth@ vfl	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX041395	E0-12	Unc@ Unclassified	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX032122	7T_W3L	Unc@ Unclassified	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX025485	E0-4h	Unc@ Unclassified	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX013022	E4-8	Unc@ Unclassified	
1	3	http://www.ncbi.nlm.nih.gov/sra?term=SRX013012	Pupae	Unc@ Unclassified	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX969919	ACF1-Preimmune-Rb2|0-12 hour old embryos	Oth@ Acf	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX969914	ACF1-Rb1|0-12 hour old embryos	Oth@ Acf	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX914966	Anti-Histone H2AvD pS137 (RABBIT) Antibody|H2Av?CT stage 13 follicle cell nuclei	His@ H2A.VS137ph	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX914965	H2Av?CT stage 13 follicle cell nuclei	His@ H2A.V	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX914962	Anti-Histone H2AvD pS137 (RABBIT) Antibody|H2Av?CT stage 10B follicle cell nuclei	His@ H2A.VS137ph	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX914961	H2Av?CT stage 10B follicle cell nuclei	His@ H2A.V	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX914958	Anti-Histone H2AvD pS137 (RABBIT) Antibody|OrR stage 13 follicle cells nuclei	His@ H2A.VS137ph	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX914957	OrR stage 13 follicle cell nuclei	Unc@ Unclassified	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX914954	Anti-Histone H2AvD pS137 (RABBIT) Antibody|OrR stage 10B follicle cell nuclei	His@ H2A.VS137ph	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX914953	OrR stage 10B follicle cell nuclei	Unc@ Unclassified	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX907137	Anti-V5 antibody (Abcam; ab9116)|Drosophila S2-RRP6-V5 cells grown in Schneider medium	Oth@ Rrp6	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX907135	Drosophila S2-RRP6-V5 cells grown in Schneider medium	Oth@ Rrp6	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX885700	BioTAP-N-Scm|S2 cells (male embryo-derived cell line)	Oth@ Scm	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX885696	Pc-C-BioTAP|Drosophila embryo	Oth@ Pc	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX885692	BioTAP-N-E(z)|Drosophila embryo	Oth@ E(z)	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX750083	anti-Green Fluorescent Protein, millipore ab3080|embryo	Oth@ GFP	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX750081	Protein A purified control rabbit IgG|embryo	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681832	PC|D. Melanogaster_PC Phdel	Oth@ Pc	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681831	PHO|D. Melanogaster_PHO Phdel	Oth@ pho	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681830	none (input)|D. Melanogaster_Input Phdel	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681829	PC|D. Melanogaster_PC WT	Oth@ Pc	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681828	PHO|D. Melanogaster_PHO WT	Oth@ pho	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681827	none (input)|D. Melanogaster_Input WT	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681798	none (input)|D. Melanogaster_Input	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681797	H3K4me3, Millipore #07-473|D. Melanogaster_H3K4me3	His@ H3K4me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681795	PC|D. Melanogaster_PC	Oth@ Pc	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681794	PH|D. Melanogaster_PH	Oth@ ph-d	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX681793	H3K27me3, Millipore, #07-449|D. Melanogaster_H3K27me3	His@ H3K27me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX671945	anti-RNA Pol II phospho-S5|Pol2_mixed	Pol@ RNA polymerase II	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX671943	anti-RNA Pol II phospho-S5|Pol2_PS7	Pol@ RNA polymerase II	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX661065	Santa cruz rabbit polyclonal #sc-25761|Whole cell embryonic extract	Oth@ Su(H)	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX661063	Santa cruz goat polyclonal #sc-15813|Whole cell embryonic extract	Oth@ Su(H)	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX647919	-|0-16h embryos	Unc@ Unclassified	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX647917	anti-H3K27me3, CS200603 (Milipore)|0-16h embryos	His@ H3K27me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX647915	anti-E(Z), Carrington &amp; Jones, Development (1996).|0-16h embryos	Oth@ E(z)	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX485222	Anti-dimethyl-Histone H3 (Lys4)|H3K4me2 ChIP from control germline knock-down ovaries	His@ H3K4me2	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX485218	Histone H3K9me3 antibody (pAb)|H3K9me3 ChIP from piwi germline knock-down ovaries	His@ H3K9me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX485216	Histone H3K9me3 antibody (pAb)|H3K9me3 ChIP from rhino germline knock-down ovaries	His@ H3K9me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX485214	Histone H3K9me3 antibody (pAb)|H3K9me3 ChIP from control germline knock-down ovaries	His@ H3K9me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX485208	custom-made rabbit polyclonal antibody|Rhino ChIP from piwi germline knock-down ovaries	Unc@ Unclassified	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX485203	custom-made rabbit polyclonal antibody|Rhino ChIP from control germline knock-down ovaries	Unc@ Unclassified	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX474590	anti-Ph (residues 772-984)|Ph_PS7	Oth@ ph-d	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX474588	anti-Ph (residues 772-984)|Ph_mixed	Oth@ ph-d	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX457601	none|eye disks from 3rd instar larvae	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX450789	JIL-1 monoclonal antibody 5C9|Salivary Glands	Oth@ JIL-1	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX403440	none|input genomice DNA|Control, Input	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX403437	H3K9me2|H3K9me2 ChIPed DNA|Tau, ChIP-seq	His@ H3K9me2	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX403436	H3K9me2|H3K9me2 ChIPed DNA|Control, ChIP-seq	His@ H3K9me2	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX390502	H3K27me3|fruitfly testis nos&gt;shRNA E(z)	His@ H3K27me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX386288	guinea pig anti-So (from I. Rebay)|eye-antennal imaginal disc	Oth@ so	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX375355	CP190|IP|Third instar larvae	Oth@ Cp190	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX375354	none|Input|Third instar larvae	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX359798	Mouse monoclonal to Ago2, gift from M. Siomi|S2 cells	Oth@ AGO2	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX348473	KR (Li et al., 2008)|Blastoderm embryos	Oth@ Kr	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX348472	HB (Li et al., 2008)|Blastoderm embryos	Oth@ hb	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX348470	Bicoid (Li et al. 2008)|Blastoderm embryos	Oth@ bcd	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX330270	anti-EcR monoclonal antibody (DDA2.7) developed by C. Thummel in D. Hogness laboratory|S2 cells	Oth@ EcR	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX326969	S2 cells	Unc@ Unclassified	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX320156	anti-GFP|12-14 hour old embryos svb::GFP	Oth@ GFP	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX316948	H3K27me3|H3K27me3 chromatin from embryonic nuclei	His@ H3K27me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX300941	Pc n-ChIP BG3-c2	Oth@ Pc	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX300939	Pc n-ChIP S2	Oth@ Pc	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX300937	H3K27Me3 n-ChIP S2R+	His@ H3K27me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX300929	Pc n-ChIP S2R+	Oth@ Pc	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX271404	anti-Yki|S2 cell line ChIP; Yki antibody	Oth@ yki	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX264599	H3K9me3|ChIP H3K9me3|Drosophila melanogaster ovary	His@ H3K9me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX264598	none|ChIP input|Drosophila melanogaster ovary	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX220308	Anti-RNA polymerase II CTD repeat YSPTSPS (phospho S) antibody clone 4H8|ovary shWhite PolII	Pol@ RNA polymerase II	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX220304	Anti-RNA polymerase II CTD repeat YSPTSPS (phospho S) antibody clone 4H8|ovary shPiwi PolII	Pol@ RNA polymerase II	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX220302	Anti-Histone H3 (tri methyl K9) antibody|ovary shPiwi H3K9me3	His@ H3K9me3	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX202837	PAP antibody (Sigma P1291)|Female larvae	Oth@ CG4747	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX202834	None|Male larvae	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX202833	PAP antibody (Sigma P1291)|Male larvae	Oth@ CG4747	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX202126	Rrp40|S3 cells	Oth@ Rrp40	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX202124	Rrp6|S3 cells	Oth@ Rrp6	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX202119	Rrp40|S2 cells	Oth@ Rrp40	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX202117	Rrp6|S2 cells	Oth@ Rrp6	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX201903	antiRpb3|Rpb3-bound DNA|tj-GAL4&gt;RNAi tej	Pol@ RpII33	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX201902	antiRpb3|Rpb3-bound DNA|tj-GAL4&gt;RNAi armi	Pol@ RpII33	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX201893	total DNA|DNA input_Piwi-KD	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX201892	total DNA|DNA input_Mael-KD	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX201891	total DNA|DNA input_GFP-KD	InP@ Input control	
2	2	http://www.ncbi.nlm.nih.gov/sra?term=SRX197563	H3Ac|Millipore 07-360|Staged embryos	His@ H3ac	
