SRA	SRX	MGI	old	new	judge
28	28	http://www.ncbi.nlm.nih.gov/sra?term=SRX520219	3T3-L1|3T3-L1 pre-adipocytes (4h)|pre-adipocytes (4hr after induction)	EmF@ 3T3-L1?2	
27	27	http://www.ncbi.nlm.nih.gov/sra?term=SRX759296	mouse primary cortical neuron|mouse primary cortical neuron	Neu@ Cortical neuron?0	
27	27	http://www.ncbi.nlm.nih.gov/sra?term=SRX015601	murine CD4+ T	Bld@ CD4-Positive T-Lymphocytes?3	
25	25	http://www.ncbi.nlm.nih.gov/sra?term=SRX017069	V6.5 mES cells|V6.5 mES cells	PSC@ Embryonic Stem Cells?3	
2	25	http://www.ncbi.nlm.nih.gov/sra?term=ERX662614	N/A|Spleen|N/A|N/A|N/A	Spl@ Spleen?3	
24	24	http://www.ncbi.nlm.nih.gov/sra?term=SRX620305	NIH3T3 fibroblasts	EmF@ NIH/3T3?1	
24	24	http://www.ncbi.nlm.nih.gov/sra?term=SRX143298	C57BL/6|Liver tissue|Liver	Liv@ Liver?3	
24	24	http://www.ncbi.nlm.nih.gov/sra?term=ERX631826	E14 ESC|Embryonic Stem cells|N/A	PSC@ Embryonic Stem Cells?3	
2	24	http://www.ncbi.nlm.nih.gov/sra?term=ERX711386	C57BL/6JOlaHsd|macrophage	Bld@ Macrophages?3	
23	23	http://www.ncbi.nlm.nih.gov/sra?term=SRX805983	BXH2/TyJ|Primary bone marrow-derived macrophages (BMDM)|BMDM cells (7th day of differentiation)	Bld@ Macrophages?3	
23	23	http://www.ncbi.nlm.nih.gov/sra?term=SRX437467	In vitro effector CD8+ T cells|Day 3 in vitro activated effector CD8+ T cells	Bld@ CD8-Positive T-Lymphocytes?3	
23	23	http://www.ncbi.nlm.nih.gov/sra?term=SRX404070	KH2 mouse embryonic stem cells|mouse embryonic stem cells	PSC@ Embryonic Stem Cells?3	
23	23	http://www.ncbi.nlm.nih.gov/sra?term=SRX110648	V6.5 embryonic stem cells|Embryonic stem cells	PSC@ Embryonic Stem Cells?3	
23	23	http://www.ncbi.nlm.nih.gov/sra?term=SRX1078992	Mixed C57BL/6 x FVB/N|Mammary gland|Mammary gland	Brs@ Mammary glands?0	
22	22	http://www.ncbi.nlm.nih.gov/sra?term=SRX869084	C57BL/6 x FVB/N|Neural stem cells|E14.5 mouse brain derived neural stem cells	Neu@ Neural Stem Cells?3	
22	22	http://www.ncbi.nlm.nih.gov/sra?term=SRX747056	C57BL6/J|large peritoneal macrophages	Bld@ Macrophages?3	
22	22	http://www.ncbi.nlm.nih.gov/sra?term=SRX692080	MLL-AF9 transformed leukemic cells|Murine MLL-AF9 leukemic cells	Bld@ MLL-AF9 leukemic cell?0	
22	22	http://www.ncbi.nlm.nih.gov/sra?term=SRX554634	E14-WT|Embryonic Stem Cells	PSC@ Embryonic Stem Cells?3	
2	22	http://www.ncbi.nlm.nih.gov/sra?term=SRX651739	C57BL/6J	Unc@ Unclassified	
3	21	http://www.ncbi.nlm.nih.gov/sra?term=SRX997760	C57BL/6|liver|liver	Liv@ Liver?3	
21	21	http://www.ncbi.nlm.nih.gov/sra?term=SRX915009	CorticalNeurons|cortical neuron	Neu@ Cortical neuron?0	
21	21	http://www.ncbi.nlm.nih.gov/sra?term=SRX865038	C57BL/6|mouse primary CD4+ T cells	Bld@ CD4-Positive T-Lymphocytes?3	
21	21	http://www.ncbi.nlm.nih.gov/sra?term=SRX548089	mixed|embryonic fibroblasts, E13.5|3T9 fibroblasts	EmF@ MEF?4	
21	21	http://www.ncbi.nlm.nih.gov/sra?term=SRX186534	G1E-ER4|129|G1E-ER4|Gata1 restored erythroid cells, differentiation induced by estradiol (E2)|Embryonic day 0 (stem cell)	Bld@ G1E?4	
20	20	http://www.ncbi.nlm.nih.gov/sra?term=SRX499144	embryonic stem cells (ESC)	PSC@ Embryonic Stem Cells?3	
20	20	http://www.ncbi.nlm.nih.gov/sra?term=SRX283753	C57BL/6|Mouse Prostate	Prs@ Prostate?3	
20	20	http://www.ncbi.nlm.nih.gov/sra?term=SRX228679	C57BL/6|murine MSC cell line	Oth@ Mesenchymal stem cells?0	
20	20	http://www.ncbi.nlm.nih.gov/sra?term=SRX217132	129/Sv x C57BL/6|Splenic B Cells|In vitro activated B Cells	Bld@ B-Lymphocytes?3	
20	20	http://www.ncbi.nlm.nih.gov/sra?term=SRX187262	Th0 in vitro|Th0	Bld@ Th0?0	
20	20	http://www.ncbi.nlm.nih.gov/sra?term=SRX057537	3T3-L1 preadipocyte cell line|Preadipocyte cell line	EmF@ 3T3-L1?2	
2	20	http://www.ncbi.nlm.nih.gov/sra?term=SRX318531	CD-1|liver tissue	Liv@ Liver?3	
1	20	http://www.ncbi.nlm.nih.gov/sra?term=SRX700316	retina|retina	Oth@ Retina?3	
2	19	http://www.ncbi.nlm.nih.gov/sra?term=SRX746994	C57BL6/J|peritoneal thioglycolate-elicited macrophages	Bld@ Macrophages?3	
19	19	http://www.ncbi.nlm.nih.gov/sra?term=SRX647910	C57BL/6|Embryonic stem cells	PSC@ Embryonic Stem Cells?3	
19	19	http://www.ncbi.nlm.nih.gov/sra?term=SRX548482	C57BL/6|Primary B-cells|B cells from spleen	Bld@ B-Lymphocytes?3	
19	19	http://www.ncbi.nlm.nih.gov/sra?term=SRX423959	MC3T3-E1|MC3T3-E1 cells	Bon@ MC3T3-E1?0	
19	19	http://www.ncbi.nlm.nih.gov/sra?term=SRX317647	Balb/c|mouse plasmacytoma PCT4961|plasmacytoma PCT4961	Bld@ Plasmacytoma?3	
19	19	http://www.ncbi.nlm.nih.gov/sra?term=ERX594348	mouse embryonic fibroblast cell	EmF@ MEF?4	
18	18	http://www.ncbi.nlm.nih.gov/sra?term=SRX810524	Embryonic stem cells|V6.5 embryonic stem cells	PSC@ Embryonic Stem Cells?3	
18	18	http://www.ncbi.nlm.nih.gov/sra?term=SRX758045	C57BL/6|Pre-activated CD4+ T cells|Pre-activated CD4+ T cells|Spleen	Bld@ CD4-Positive T-Lymphocytes?3	
18	18	http://www.ncbi.nlm.nih.gov/sra?term=SRX385378	Embryonic Stem Cells (ESCs)|Embryonic Stem Cells (ESCs)	PSC@ Embryonic Stem Cells?3	
18	18	http://www.ncbi.nlm.nih.gov/sra?term=SRX326483	V6.5|ES cell culture|mouse embryonic stem cell	PSC@ Embryonic Stem Cells?3	
18	18	http://www.ncbi.nlm.nih.gov/sra?term=SRX003873	v6.5|embryonic stem cell	PSC@ Embryonic Stem Cells?3	
1	18	http://www.ncbi.nlm.nih.gov/sra?term=SRX701153	C57BL/6|Splenic|Spleen	Spl@ Spleen?3	
1	18	http://www.ncbi.nlm.nih.gov/sra?term=SRX100289	C57Bl/6|Liver|liver	Liv@ Liver?3	
1	18	http://www.ncbi.nlm.nih.gov/sra?term=SRX003137	3T3-L1	EmF@ 3T3-L1?2	
3	17	http://www.ncbi.nlm.nih.gov/sra?term=ERX025730	hepatocytes|liver	Liv@ Hepatocytes?3	
17	17	http://www.ncbi.nlm.nih.gov/sra?term=SRX863175	B6129SF1 crossed with C57BL/6|Mouse Embryonic day 14.5 Fetal Liver|Fetal Liver, Lineage-Sca1+c-Kit+ (LSK)	Emb@ Embryobic liver?0	
17	17	http://www.ncbi.nlm.nih.gov/sra?term=SRX423970	MC3T3-E1 differentiated for 15 days|MC3T3-E1 cells differentiated for 15 days	Bon@ MC3T3-E1?0	
17	17	http://www.ncbi.nlm.nih.gov/sra?term=SRX268271	7438 cells|7438 cells + Afos|mouse mammary cells (express GFP-GR, Cherry-ER, and Afos under a tet regulated promoter)	Brs@ 7438?0	
17	17	http://www.ncbi.nlm.nih.gov/sra?term=SRX214086	KH2|KH2 ES cells|Embryonic stem cells|Undifferentiated	PSC@ Embryonic Stem Cells?3	
17	17	http://www.ncbi.nlm.nih.gov/sra?term=SRX172341	C57BL/6|CD4+ T Cells|CD4+ T Cells|Spleen	Bld@ CD4-Positive T-Lymphocytes?3	
17	17	http://www.ncbi.nlm.nih.gov/sra?term=SRX093543	F9 embryonal carcinoma cells|embryonal carcinoma cells	PSC@ F9?2	
1	17	http://www.ncbi.nlm.nih.gov/sra?term=SRX547082	C57BL/6|P12_Liver|liver	Liv@ Liver?3	
16	16	http://www.ncbi.nlm.nih.gov/sra?term=SRX671766	In-vivo leukemia cells from spleen|MLL-AF10 leukemia	Bld@ MLL-AF10 leukemic cell?0	
16	16	http://www.ncbi.nlm.nih.gov/sra?term=SRX398275	C57BL/6|Pro-B cell|Pro-B cell	Bld@ B-Lymphocytes?3	
16	16	http://www.ncbi.nlm.nih.gov/sra?term=SRX330330	3T3-L1 adipocytes (Day 7)|3T3-L1 adipocytes	EmF@ 3T3-L1?2	
16	16	http://www.ncbi.nlm.nih.gov/sra?term=SRX298239	C57BL/6|Rag1 -/- pro-B cells|pro-B cells	Bld@ B-Lymphocytes?3	
16	16	http://www.ncbi.nlm.nih.gov/sra?term=SRX172581	Embryonic Stem Cell	PSC@ Embryonic Stem Cells?3	
16	16	http://www.ncbi.nlm.nih.gov/sra?term=SRX148837	C57BL/6|Mature B|Lymph Nodes	Bld@ B-Lymphocytes?3	
16	16	http://www.ncbi.nlm.nih.gov/sra?term=SRX035989	129/SvJ x C57/B6 hybrid|Doxycycline-induced MEFs|secondary, inducible MEFs	PSC@ iPS cells?0	
16	16	http://www.ncbi.nlm.nih.gov/sra?term=SRX019392	3T3-L1|3T3-L1 adipocytes	EmF@ 3T3-L1?2	
16	16	http://www.ncbi.nlm.nih.gov/sra?term=ERX442488	Rex1GFPd2|embryonic stem cell	PSC@ Embryonic Stem Cells?3	
16	16	http://www.ncbi.nlm.nih.gov/sra?term=ERX080476	embryonic stem cell	PSC@ Embryonic Stem Cells?3	
1	16	http://www.ncbi.nlm.nih.gov/sra?term=ERX211433	OSTEOBLASTS|Calvaria|N/A|N/A|N/A	Bon@ Osteoblasts?3	
2	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX764228	E14|E14	PSC@ Embryonic Stem Cells?3	
15	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX884062	3134|3134 cells|mouse mammary cells	Brs@ 3134?4	
15	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX647908	129/C57Bl/6|Embryonic stem cells	PSC@ Embryonic Stem Cells?3	
15	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX353805	C57BL/6|Primary B-cells|B cells from lymphnodes	Bld@ B-Lymphocytes?3	
15	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX268250	7438 cells|7438 cells|mouse mammary cells (express GFP-GR and Cherry-ER under a tet regulated promoter)	Brs@ 7438?0	
15	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX204148	129/Sv|Trophoblast stem cells|Trophoblast stem cells	Plc@ Trophoblast stem cells?0	
15	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX191012	ES-E14|129/Ola|ES-E14|mouse embryonic stem cell line E14|Embryonic day 0 (stem cell)	PSC@ Embryonic Stem Cells?3	
15	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX1013535	ESC line E14|murine embryonic stem cells	PSC@ Embryonic Stem Cells?3	
15	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX047690	129Sv-C57Bl/6|Embryonic Stem Cells (ESCs)|Embryonic Stem Cells (ESCs)	PSC@ Embryonic Stem Cells?3	
1	15	http://www.ncbi.nlm.nih.gov/sra?term=SRX751753	mixed 129s6, FVB/N, and C57BL/6|pancreatic islets|pancreatic islets	Pan@ Islets of Langerhans?3	
1	15	http://www.ncbi.nlm.nih.gov/sra?term=ERX204058	Hepatocyte|Liver|Adult|N/A|N/A	Liv@ Hepatocytes?3	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX764852	C57BL/6 x CBA|TT2|embryonic stem cells	PSC@ Embryonic Stem Cells?3	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX686484	v6.5 mouse embryonic stem cells|v6.5 mouse embryonic stem cells	PSC@ Embryonic Stem Cells?3	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX651988	Sim2-expressing cells|mouse embryonic stem cells	PSC@ Embryonic Stem Cells?3	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX604265	129P2/Ola|Neural progenitor cells|ES-derived neural progenitor cells	PSC@ mESC derived neural cells?0	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX396250	129/OLA|Embryonic stem cells	PSC@ Embryonic Stem Cells?3	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX373778	Embryonic stem cells	PSC@ Embryonic Stem Cells?3	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX213813	129S4/Svjae|Anti-GFP KD mESCs|ESC	PSC@ Embryonic Stem Cells?3	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX191024	Heart|C57BL/6|Heart|Heart|Adult 8 weeks	CDV@ Heart?3	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX186073	E14|Embryonic stem cell|Embryonic stem cell	PSC@ Embryonic Stem Cells?3	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX183978	F1 C/B trophoblast stem cells|F1 C/B trophoblast stem cells	Plc@ Trophoblast stem cells?0	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX183340	mixed B6;129 background|conditional KO Rb MEF|MEFs	EmF@ MEF?4	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX081541	G1E-ER4+E2 cells|recapitulated erythroid differentiation after induction by estradiol treatment for 24hr.	Bld@ G1E?4	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX079872	129|G1E cells|Erythroid committed, immature progenitor murine cell line	Bld@ G1E?4	
14	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX019376	3T3-L1|3T3-L1 pre-adipocytes	EmF@ 3T3-L1?2	
1	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX796316	C57BL/6|MEF	EmF@ MEF?4	
1	14	http://www.ncbi.nlm.nih.gov/sra?term=SRX381465	spermatocytes	Gon@ Spermatocytes?3	
1	14	http://www.ncbi.nlm.nih.gov/sra?term=ERX613790	N/A|N/A|N/A|N/A|N/A	Unc@ Unclassified	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX873352	129|Embryonic stem cells (ESCs)	PSC@ Embryonic Stem Cells?3	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX499137	epiblast like cells (EpiLC)	PSC@ EpiLC?0	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX320037	mouse heart|heart	CDV@ Heart?3	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX272815	BALBc/J|peritoneal thioglycolate-elicited macrophages	Bld@ Macrophages?3	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX213834	129S4/Svjae|Jmjd2c KD mESCs|ESC	PSC@ Embryonic Stem Cells?3	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX191053	Liver|C57BL/6|Liver|Liver|Adult 8 weeks	Liv@ Liver?3	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX183958	C57BL/6J|primary CD4+ T cells from spleen and lymph nodes|in vitro polarized T helper1 cells for 7 days	Bld@ CD4-Positive T-Lymphocytes?3	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX118186	C57BL/6|C57BL/6 wild type mouse liver|liver	Liv@ Liver?3	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX047694	129Sv-C57Bl/6|Terminally differentiated Neurons (TN)|Terminally differentiated Neurons (TN)	Neu@ Neurons?3	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX047144	Embyonic stem cells|V6.5 embryonic stem cells	PSC@ Embryonic Stem Cells?3	
13	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX038444	C57BL/6|Liver cells|Liver	Liv@ Liver?3	
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX652414	129Sv|embryo	Emb@ Whole embryo?0	
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX216299	C57/DBA F1 hybrid|hippocampus	Neu@ Hippocampus?3	
1	13	http://www.ncbi.nlm.nih.gov/sra?term=SRX1046534	C57BL/6|thymocytes|thymocytes	Bld@ Thymocytes?3	
1	13	http://www.ncbi.nlm.nih.gov/sra?term=ERX080876	3T3-L1|fibroblast	EmF@ 3T3-L1?2	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX832481	C57/Bl6j|Naive T cells from spleen and nodes|CD4 T cells	Bld@ CD4-Positive T-Lymphocytes?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX707686	C57BL/6|CD43- splenic B cells	Bld@ B-Lymphocytes?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX703693	ES cells	PSC@ Embryonic Stem Cells?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX497493	C57BL/6|Primary proliferating myoblasts|primary|muscle	Myo@ Myoblasts?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX368305	WT26|C57BL/6x129sV|Embryonic stem cells|mouse embryonic stem cells	PSC@ Embryonic Stem Cells?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX338040	ICR|Splenic CD8+ T cells|Splenic CD8+ T cells	Bld@ CD8-Positive T-Lymphocytes?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX310333	Mouse embryotic stem cells|mESC	PSC@ Embryonic Stem Cells?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX208218	CD43 negative mouse resting B cells|spleen|adult	Bld@ B-Lymphocytes?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX185868	ES-Bruce4|C57BL/6|ES-Bruce4|mouse embryonic stem cells|Embryonic day 0 (stem cell)	PSC@ Embryonic Stem Cells?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX155451	Growing C1C12 myoblasts|C2C12	Myo@ C2C12?1	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX149177	(CBA/CaJ X C57BL/6J)F16+ X Hsd:ICR(CD-1)|FACS-purified Pou5f1-GFP-positive germ cells|Embryonic day 13.5 male-gonad	Emb@ Embryonic testis?0	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX132022	C57BL/6|Total T Cells|total T cells|Spleen	Bld@ T-Lymphocytes?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX109340	bone marrow macrophages|Bone marrow macrophages	Bld@ Macrophages?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX105267	Embryonic stem cells|Embryonic stem cells	PSC@ Embryonic Stem Cells?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX104156	C57/BL6|Mouse liver cells|liver	Liv@ Liver?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX1034725	J1|129S4/SvJae|J1 Embryonic Stem Cells|Embryonic Stem Cells	PSC@ Embryonic Stem Cells?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX022704	C57BL/6-129|Embyonic stem cells|V6.5 embryonic stem cells	PSC@ Embryonic Stem Cells?3	
12	12	http://www.ncbi.nlm.nih.gov/sra?term=ERX497635	mouse embryonic stem cell	PSC@ Embryonic Stem Cells?3	
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX652850	cj7|embryonic cells	Unc@ Unclassified	
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX648197	C57BL/6|ES Cell(2i)	PSC@ Embryonic Stem Cells?3	
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX451616	BV2|BV2 cells|microglial	Neu@ BV-2?1	
1	12	http://www.ncbi.nlm.nih.gov/sra?term=SRX257613	C57/Bl6|liver	Liv@ Liver?3	
1	12	http://www.ncbi.nlm.nih.gov/sra?term=ERX530903	C57BL/6J|liver|adult	Liv@ Liver?3	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX757088	C57BL6J/129|Excitatory pyramidal neurons from mouse neocortex|excitatory pyramidal neurons|brain (neocortex)	Neu@ Pyramidal Cells?3	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX734394	MLL-AF9-puro transformed murine leukemia cell line	Bld@ MLL-AF9 leukemic cell?0	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX700952	CD4+CD8+ double positive thymocytes|CD4+ CD8+ double positive (DP) thymocyte	Bld@ CD4 CD8 double positive cells?0	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX507975	C57Bl/6.SJL congenic|sorted murine lin-/Sca-1/c-Kit in vitro cultured cells|LSK hematopoietic stem cells	Bld@ Hematopoietic Stem Cells?3	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX378545	main olfactory epithelium	Oth@ Olfactory epithelium?0	
11	11	http://www.ncbi.nlm.nih.gov/sra?term=SRX286498	C57BL/6|hindlimb muscles|VCAM+ / CD31- / CD45- / Sca1-	Myo@ Muscle, Skeletal?3	
